Trajectories
100
,,Hand:Center,,,Hand:Thumb,,,Hand:Root,,,Hand:Index,,,Hand:Pinky,,,ArmJoint6:ToEnd1,,,ArmJoint6:ToEnd2,,,ArmJoint6:Joint61,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
103,0,59.474300,428.589874,326.602631,30.359283,374.511536,309.809967,94.504990,444.931671,331.197845,-21.672129,414.782684,318.161438,5.770463,492.238342,303.832550,-119.762100,3.276073,614.175171,-134.779739,0.498624,544.753479,-117.151634,3.038519,657.521118
104,0,58.280014,428.162018,326.773590,29.212994,373.941101,310.135590,93.072060,444.730835,331.236420,-23.180397,414.861023,318.406830,4.421389,492.219574,303.960632,-119.770462,3.290085,614.193420,-134.787033,0.516812,544.778625,-117.159904,3.052471,657.540039
105,0,56.714951,428.107117,326.871582,27.660337,373.816772,310.246155,91.656113,444.507751,331.196930,-24.655861,414.888977,318.554901,3.104568,492.169373,304.011902,-119.780975,3.302918,614.174744,-134.795105,0.530206,544.760925,-117.175484,3.071846,657.520630
106,0,55.331867,427.899139,326.859497,26.170147,373.663513,310.279022,90.286461,444.214111,331.161987,-26.055012,414.792969,318.639709,1.787967,492.027435,304.036896,-119.787849,3.323525,614.174622,-134.802429,0.547109,544.755310,-117.177750,3.087725,657.521057
107,0,53.970024,427.618835,326.840759,24.765400,373.425751,310.259735,88.930939,443.922791,331.126801,-27.426548,414.623230,318.656372,0.446799,491.822235,304.033752,-119.786789,3.349347,614.208252,-134.802292,0.568901,544.786926,-117.182129,3.113661,657.553711
108,0,52.657379,427.327759,326.742188,23.439173,373.115204,310.145172,87.643440,443.608795,331.044647,-28.744173,414.341522,318.580566,-0.864676,491.540680,303.952911,-119.794029,3.367030,614.217468,-134.804642,0.587197,544.795166,-117.189835,3.140503,657.559448
109,0,51.400105,427.001923,326.603271,22.165051,372.808197,309.964294,86.400314,443.273865,330.917053,-29.988821,414.002167,318.424866,-2.122646,491.202545,303.830719,-119.795357,3.381422,614.205688,-134.803223,0.597319,544.787415,-117.193184,3.148885,657.550659
110,0,50.213779,426.628448,326.451508,20.514936,372.954346,309.689392,85.215408,442.924988,330.764648,-31.165842,413.662445,318.266724,-3.301888,490.838348,303.686829,-119.780533,3.369167,614.225647,-134.797775,0.591068,544.798218,-117.177383,3.141172,657.565063
111,0,49.105286,426.309692,326.291626,19.812338,372.160034,309.656616,84.110924,442.576508,330.591858,-32.291351,413.399445,318.146118,-4.379202,490.557465,303.535278,-119.767784,3.369521,614.244324,-134.783051,0.590508,544.824341,-117.167198,3.142205,657.585266
112,0,48.049038,426.036835,326.084625,18.675055,371.919891,309.490143,83.065903,442.241455,330.384216,-33.371502,413.221436,318.000702,-5.364448,490.354187,303.362885,-119.763161,3.367661,614.241943,-134.780136,0.588105,544.821655,-117.158531,3.138850,657.583191
113,0,47.034222,425.800507,325.860291,17.569502,371.721344,309.281128,82.066780,441.924408,330.155365,-34.399773,413.121002,317.805603,-6.273204,490.188629,303.181335,-119.755974,3.365189,614.228943,-134.768784,0.583798,544.806763,-117.145714,3.132341,657.569458
114,0,46.060112,425.555206,325.625488,16.485348,371.532837,309.038086,81.100311,441.616730,329.920776,-35.415771,413.034180,317.582977,-7.136471,490.041748,302.991028,-119.735397,3.351281,614.239929,-134.747528,0.566337,544.817993,-117.127861,3.123334,657.578735
115,0,45.112823,425.317749,325.370636,15.459696,371.344940,308.747559,80.163902,441.317261,329.689240,-36.392921,412.948669,317.311096,-7.970721,489.910034,302.757446,-119.712746,3.345729,614.249512,-134.733124,0.562896,544.832764,-117.107140,3.117462,657.587830
116,0,44.178146,425.087250,325.092834,14.466647,371.165680,308.414642,79.252808,441.043152,329.445068,-37.333401,412.842590,316.948730,-8.801873,489.757050,302.456818,-119.705994,3.329625,614.253052,-134.726547,0.550872,544.831787,-117.097984,3.101436,657.589172
117,0,43.265434,424.862427,324.765472,13.498553,370.990204,308.043396,78.357010,440.776550,329.158142,-38.256462,412.728699,316.529358,-9.625962,489.599091,302.053925,-119.710793,3.316575,614.225708,-134.731171,0.538152,544.804199,-117.096954,3.083065,657.567749
118,0,42.394638,424.647339,324.465576,12.565536,370.801575,307.709686,77.502716,440.545258,328.888916,-39.143002,412.601868,316.123688,-10.406958,489.426697,301.609680,-119.711037,3.288649,614.219604,-134.724945,0.510384,544.801514,-117.095299,3.057945,657.562500
119,0,41.536533,424.486664,324.167084,11.647362,370.668762,307.451874,76.698860,440.343231,328.613800,-39.995747,412.546722,315.734070,-11.135938,489.296478,301.118347,-119.707268,3.278346,614.225464,-134.725311,0.497375,544.807068,-117.090515,3.049357,657.566711
120,0,40.733662,424.367523,323.888702,10.747108,370.560089,307.264343,75.938286,440.142700,328.324585,-40.834923,412.557465,315.401917,-11.822841,489.221649,300.609955,-119.712189,3.269945,614.235596,-134.729080,0.495131,544.814880,-117.091110,3.030056,657.579712
121,0,39.954876,424.256836,323.575562,9.894722,370.464844,307.060150,75.182640,439.960266,328.007416,-41.618217,412.591003,315.045593,-12.435728,489.176514,300.114929,-119.720932,3.262135,614.215454,-134.743713,0.488789,544.793335,-117.108894,3.030674,657.552795
122,0,39.226452,424.103424,323.283142,9.075292,370.356445,306.811646,74.454620,439.763947,327.713165,-42.365993,412.575073,314.692291,-13.048193,489.104736,299.693359,-119.738380,3.260416,614.199646,-134.753479,0.485805,544.779968,-117.126778,3.028067,657.546143
123,0,38.510860,423.930878,323.024658,8.296064,370.232758,306.497040,73.752533,439.542938,327.482391,-43.116684,412.530640,314.371338,-13.659839,489.008850,299.407043,-119.741013,3.281024,614.216187,-134.757690,0.504444,544.793213,-117.128891,3.039909,657.561523
124,0,37.920448,423.756622,322.578278,7.558887,370.061279,306.089935,73.040871,439.306458,327.278839,-43.830177,412.370361,314.006317,-14.313762,488.757172,299.059143,-119.747543,3.295703,614.236877,-134.762085,0.524621,544.813721,-117.138603,3.060026,657.582397
125,0,37.193752,423.494080,322.313873,6.826713,369.880402,305.610718,72.317596,439.046967,327.095245,-44.548393,412.166473,313.580078,-15.010034,488.582184,298.956146,-119.758224,3.316157,614.225464,-134.772247,0.541138,544.804688,-117.150719,3.080957,657.570496
126,0,36.438232,423.235352,322.083038,6.082538,369.679504,305.159454,71.569397,438.785583,326.955780,-45.319466,411.946106,313.196747,-15.730884,488.391479,298.868378,-119.770683,3.323787,614.226685,-134.781982,0.548656,544.803345,-117.163277,3.092720,657.572205
127,0,35.676731,423.023071,321.910126,5.341115,369.472748,304.838165,70.811874,438.545044,326.860229,-46.055199,411.760071,312.916077,-16.450985,488.223053,298.756805,-119.773697,3.337649,614.249329,-134.789154,0.570689,544.824219,-117.169334,3.111541,657.595215
128,0,34.922699,422.856354,321.762634,4.547615,369.351685,304.631439,70.073112,438.342285,326.729736,-46.804409,411.652588,312.680756,-17.143864,488.090698,298.531433,-119.784966,3.352560,614.246582,-134.793625,0.579829,544.825256,-117.181259,3.120810,657.592773
129,0,33.839680,423.034210,321.402191,3.724819,369.265106,304.543274,69.358902,438.172241,326.593353,-47.568882,411.629852,312.506775,-17.828266,488.009277,298.229065,-119.787811,3.368227,614.230774,-134.801041,0.586333,544.811096,-117.185112,3.133153,657.578796
130,0,33.409199,422.634308,321.512085,2.901214,369.165863,304.548187,68.605927,438.022461,326.479614,-48.355164,411.661407,312.409668,-18.496567,487.954865,297.948639,-119.793098,3.378033,614.233582,-134.804794,0.593859,544.811584,-117.187813,3.140692,657.580505
131,0,32.426437,422.677887,321.408569,2.045398,369.068695,304.559326,67.838707,437.866425,326.405548,-49.155594,411.684204,312.337891,-19.139708,488.012878,297.901917,-119.784798,3.378101,614.250732,-134.794769,0.592189,544.828857,-117.186180,3.152780,657.593018
132,0,31.820316,422.380432,321.412048,1.176968,368.961487,304.509155,67.046112,437.675598,326.379547,-49.982182,411.635406,312.247589,-19.892126,487.850555,297.696167,-119.776596,3.385690,614.249390,-134.788681,0.602891,544.822266,-117.175804,3.155999,657.590088
133,0,30.906603,422.171417,321.517731,-0.073934,369.187225,304.387634,66.223312,437.444794,326.410767,-50.828712,411.496979,312.167664,-20.722223,487.809418,297.846710,-119.764130,3.377841,614.248413,-134.780411,0.593208,544.822266,-117.163506,3.151229,657.587952
134,0,30.042055,421.941925,321.536377,-0.545278,368.628815,304.290466,65.378014,437.218201,326.474274,-51.673355,411.282623,312.140991,-21.584425,487.628845,297.977966,-119.751686,3.370514,614.247070,-134.763458,0.585011,544.827576,-117.145424,3.140613,657.589783
135,0,29.192848,421.711243,321.605347,-1.399014,368.426636,304.260345,64.529259,436.986786,326.568359,-52.534630,411.062317,312.193329,-22.462574,487.424133,298.161560,-119.730179,3.355299,614.263489,-134.746918,0.575938,544.838684,-117.126907,3.127950,657.599670
136,0,28.347380,421.547638,321.690247,-2.276817,368.277313,304.350250,63.695156,436.801086,326.633606,-53.390194,410.919373,312.328979,-23.309462,487.266693,298.288696,-119.728859,3.357594,614.257812,-134.737350,0.566438,544.837708,-117.113091,3.124498,657.599182
137,0,27.503574,421.390991,321.795166,-3.155721,368.120636,304.551514,62.877312,436.625916,326.678162,-54.253616,410.832214,312.552734,-24.151392,487.136658,298.355499,-119.711113,3.332805,614.261230,-134.731689,0.554322,544.837097,-117.108231,3.109015,657.596558
138,0,26.670092,421.246765,321.882721,-4.050183,367.999451,304.775055,62.042385,436.476685,326.689728,-55.083313,410.746704,312.796875,-24.992153,487.004456,298.407013,-119.708488,3.310231,614.245728,-134.730652,0.530489,544.827271,-117.102158,3.085454,657.584534
139,0,25.817080,421.116821,321.977844,-4.937779,367.849457,304.975189,61.184822,436.310364,326.737427,-55.932880,410.650177,313.040070,-25.848763,486.872131,298.502869,-119.708778,3.291597,614.245728,-134.729141,0.511002,544.824463,-117.099884,3.066135,657.581848
140,0,24.969694,420.961365,322.103485,-5.803782,367.706940,305.089508,60.329746,436.151154,326.826996,-56.795609,410.525391,313.219543,-26.714849,486.731262,298.651123,-119.709801,3.280531,614.236633,-134.726807,0.502550,544.820251,-117.097763,3.052615,657.579407
141,0,24.112913,420.807373,322.213776,-6.669368,367.582123,305.106567,59.487232,435.987488,326.916473,-57.649055,410.353363,313.319763,-27.578060,486.575378,298.865326,-119.709312,3.276194,614.232849,-134.730194,0.495635,544.812683,-117.100235,3.041942,657.575745
142,0,23.267988,420.606934,322.299042,-7.504901,367.411743,305.085266,58.666508,435.801788,327.008698,-58.498104,410.156921,313.376160,-28.443659,486.412262,299.078522,-119.717979,3.261536,614.223938,-134.735306,0.484904,544.799683,-117.102089,3.027452,657.568604
143,0,22.433552,420.448273,322.398468,-8.303234,367.242035,305.138428,57.856964,435.642792,327.127075,-59.307449,409.964142,313.472076,-29.294725,486.250305,299.272522,-119.715530,3.253107,614.235657,-134.733597,0.477898,544.813477,-117.103790,3.022228,657.576050
144,0,21.636364,420.338470,322.520447,-9.113921,367.131653,305.281769,57.071308,435.563843,327.220856,-60.113815,409.870514,313.635590,-30.101974,486.156860,299.401123,-119.723701,3.262681,614.240295,-134.739075,0.486386,544.821472,-117.110504,3.028626,657.587463
145,0,20.852612,420.306152,322.656616,-9.942952,367.109802,305.477936,56.307999,435.516266,327.277496,-60.895168,409.862091,313.854156,-30.872787,486.107086,299.474670,-119.730186,3.279279,614.236816,-134.745605,0.501597,544.819336,-117.123497,3.041639,657.581787
146,0,20.092108,420.293762,322.776245,-11.369373,367.782806,305.456085,55.553230,435.458008,327.317780,-61.657787,409.868195,314.080200,-31.632635,486.103424,299.525208,-119.744774,3.284595,614.220825,-134.759659,0.510288,544.797180,-117.135521,3.047888,657.564880
147,0,19.305283,420.259460,322.875580,-11.586332,367.051056,305.943451,54.779095,435.394348,327.395996,-62.454575,409.908203,314.339508,-32.408192,486.101807,299.643311,-119.754333,3.294615,614.229492,-134.767212,0.518259,544.810791,-117.147110,3.056122,657.574890
148,0,18.502302,420.205109,322.997284,-12.425350,367.037598,306.099670,53.970451,435.347656,327.491791,-63.276432,409.939148,314.558258,-33.193909,486.103119,299.810394,-119.769081,3.318101,614.233643,-134.787537,0.545422,544.812073,-117.167015,3.087722,657.575745
149,0,17.701500,420.143036,323.101318,-13.266301,367.006592,306.137054,53.149685,435.277161,327.579346,-64.107132,409.895813,314.676788,-34.014172,486.057068,300.041748,-119.786873,3.332830,614.219238,-134.798676,0.562529,544.795227,-117.182327,3.100814,657.565796
150,0,16.697071,420.248871,323.067505,-14.065485,366.890350,306.076385,52.341541,435.119537,327.701050,-64.905739,409.713226,314.734100,-34.840504,485.942932,300.332336,-119.794144,3.340290,614.215088,-134.802002,0.562219,544.793518,-117.185402,3.105948,657.561584
151,0,15.905757,420.069489,323.131500,-14.813110,366.710175,306.012878,51.560459,434.919220,327.849548,-65.692581,409.495392,314.754913,-35.656860,485.776703,300.632141,-119.784889,3.335531,614.228760,-134.796097,0.557962,544.804626,-117.183281,3.110406,657.568848
152,0,15.231739,419.828735,323.199921,-15.543333,366.525726,306.015839,50.814392,434.735199,327.951782,-66.455879,409.309570,314.801941,-36.428432,485.577301,300.847931,-119.783875,3.346696,614.224609,-134.798325,0.570268,544.801880,-117.185585,3.116158,657.569214
153,0,14.575178,419.597107,323.300873,-16.277180,366.397156,306.102325,50.108295,434.591827,328.015472,-67.169930,409.149323,314.882477,-37.141834,485.419403,300.898132,-119.791176,3.362792,614.218445,-134.802979,0.586349,544.794312,-117.185699,3.136031,657.558838
154,0,13.926271,419.381866,323.432861,-16.984272,366.232056,306.314392,49.416245,434.449402,328.063324,-67.874115,409.033783,315.031281,-37.845406,485.271484,300.831512,-119.785049,3.365584,614.225464,-134.799316,0.584364,544.803406,-117.185089,3.140399,657.567383
155,0,13.271414,419.204224,323.613831,-17.719561,366.104675,306.580750,48.751148,434.330841,328.116669,-68.574966,408.974457,315.214020,-38.514374,485.136078,300.747009,-119.776199,3.365437,614.225342,-134.793396,0.585054,544.805725,-117.172791,3.141074,657.570068
156,0,12.668344,419.018829,323.652283,-18.459692,365.985199,306.860748,48.091141,434.185883,328.174011,-69.257370,408.918152,315.392517,-39.128437,485.018921,300.705658,-119.768196,3.361505,614.220215,-134.783661,0.576711,544.796997,-117.163345,3.136766,657.561279
157,0,11.911661,418.920441,323.785950,-18.734568,365.376068,307.146362,47.427433,433.997803,328.251099,-69.953560,408.864594,315.575409,-39.751514,484.887512,300.737762,-119.761147,3.354329,614.213867,-134.777359,0.572530,544.791016,-117.156029,3.129572,657.554993
158,0,11.382010,418.789307,323.821777,-19.896809,365.650818,307.239471,46.751312,433.783875,328.333954,-70.634460,408.712494,315.759155,-40.398907,484.634094,300.743835,-119.755890,3.331374,614.213928,-134.769379,0.549189,544.794373,-117.142197,3.104605,657.557007
159,0,10.736331,418.522034,323.937286,-20.537336,365.377136,307.374054,46.117950,433.515472,328.425720,-71.274216,408.467285,315.910217,-41.052250,484.373108,300.888214,-119.742912,3.305665,614.219055,-134.756119,0.525514,544.800232,-117.133720,3.081620,657.559082
160,0,10.127352,418.233154,324.043976,-21.149326,365.095154,307.496735,45.501675,433.251373,328.526489,-71.876724,408.160919,316.052490,-41.686665,484.067474,301.018524,-119.724617,3.291585,614.220642,-134.748917,0.518490,544.800415,-117.122017,3.066957,657.562622
161,0,9.344646,417.695587,324.032227,-21.675850,364.756012,307.647858,44.931973,432.964172,328.618225,-72.440613,407.814880,316.195618,-42.502365,483.474762,301.058014,-119.716606,3.283704,614.222412,-134.734604,0.500303,544.805664,-117.114052,3.056506,657.562317
162,0,9.025411,417.646515,324.279449,-22.194218,364.416718,307.841309,44.389706,432.695465,328.715942,-72.979256,407.439545,316.338165,-42.885048,483.374908,301.122894,-119.712997,3.276049,614.234619,-134.732071,0.502191,544.813477,-117.104424,3.044524,657.574768
163,0,8.366348,417.241821,324.291321,-22.712524,364.096527,308.056396,43.854862,432.426300,328.798370,-73.511841,407.098663,316.451843,-43.556370,482.889130,301.053375,-119.714325,3.276545,614.236023,-134.732422,0.492902,544.817261,-117.103172,3.037694,657.579407
164,0,7.940619,417.121948,324.507812,-23.226957,363.792358,308.285583,43.316650,432.200745,328.895874,-74.054268,406.811829,316.601410,-44.018517,482.715515,301.074066,-119.720398,3.282373,614.234131,-134.736572,0.503606,544.815613,-117.107086,3.050726,657.579712
165,0,7.399132,416.851776,324.645111,-23.790512,363.518738,308.501373,42.799812,431.939301,329.022278,-74.588165,406.533447,316.753815,-44.529522,482.447296,301.126831,-119.723595,3.297806,614.243225,-134.741608,0.520554,544.823120,-117.112427,3.064061,657.588379
166,0,7.070200,416.223022,325.712372,-24.327736,363.203217,308.673248,42.246166,431.625916,329.165741,-75.147873,406.264313,316.908875,-45.064369,482.138062,301.266510,-119.728752,3.298715,614.254211,-134.741806,0.521486,544.835754,-117.116112,3.064849,657.600586
167,0,6.282115,416.229279,324.666412,-24.837322,362.848175,308.807465,41.695759,431.294037,329.341217,-75.685730,405.900543,317.067566,-45.622959,481.811646,301.476410,-119.721474,3.292160,614.272278,-134.742737,0.520861,544.851074,-117.115837,3.059007,657.617126
168,0,5.926107,415.908386,324.617889,-25.344542,362.486633,308.911896,41.138885,430.959076,329.576782,-76.209213,405.441833,317.215302,-46.234066,481.411530,301.740509,-119.731209,3.300730,614.273071,-134.744980,0.519814,544.858887,-117.125420,3.071898,657.616638
169,0,5.493431,415.312378,324.859406,-25.808514,362.070587,309.015625,40.584755,430.610413,329.833893,-76.755348,404.950226,317.411224,-46.872101,480.979126,302.108124,-119.740402,3.311430,614.272034,-134.755386,0.539980,544.852600,-117.133827,3.075844,657.615112
170,0,4.890532,414.972260,324.997559,-26.280014,361.651550,309.178192,40.022526,430.248352,330.133240,-77.276680,404.429749,317.670013,-47.524136,480.540558,302.503601,-119.752090,3.329264,614.279663,-134.762421,0.550073,544.859558,-117.144676,3.097958,657.624756
171,0,4.368910,414.843536,325.954132,-26.795078,361.251923,309.471497,39.448189,429.917786,330.454254,-77.824539,403.946411,318.059540,-48.187805,480.134125,302.925568,-119.750122,3.338551,614.305298,-134.765564,0.559707,544.888733,-117.146477,3.111234,657.647827
172,0,4.363999,413.962769,326.926758,-27.358858,360.893219,309.891479,38.853756,429.636841,330.771759,-78.423500,403.577637,318.483154,-48.897190,479.689087,303.270264,-119.756851,3.365999,614.293945,-134.771133,0.582859,544.875732,-117.152496,3.131872,657.637939
173,0,3.454384,413.293640,326.889313,-28.014277,360.591827,310.370605,38.208450,429.347015,331.092255,-79.064285,403.268951,318.950195,-49.544823,479.394958,303.594849,-119.763214,3.369905,614.271118,-134.774460,0.592473,544.851929,-117.154175,3.141541,657.613586
174,0,2.157348,413.680389,327.052673,-28.678551,360.241699,310.954071,37.527496,429.064484,331.459106,-79.755661,402.966309,319.498352,-50.246628,479.073212,303.960449,-119.762703,3.365957,614.275146,-134.778198,0.581986,544.854553,-117.157341,3.140836,657.618408
175,0,1.993227,413.054871,327.654663,-29.378326,359.900208,311.558746,36.833012,428.755493,331.885742,-80.443192,402.590302,320.083099,-51.004269,478.693268,304.377655,-119.757637,3.357172,614.289062,-134.773346,0.572853,544.871643,-117.152687,3.127911,657.632935
176,0,0.729798,413.012512,328.020538,-30.050600,359.516418,312.141174,36.106197,428.474152,332.314178,-81.159683,402.200104,320.692413,-51.799877,478.324371,304.868256,-119.754059,3.350735,614.275330,-134.767975,0.571616,544.856567,-117.149117,3.126258,657.614868
177,0,0.054738,412.728790,328.648926,-30.758354,359.133942,312.684448,35.363003,428.163116,332.772644,-81.900482,401.732910,321.318024,-52.658936,477.891479,305.480469,-119.746094,3.345103,614.254822,-134.764648,0.558674,544.837524,-117.142792,3.119742,657.592590
178,0,-0.773447,412.309937,329.271667,-31.473804,358.701904,313.237152,34.577888,427.808960,333.269928,-82.667458,401.216278,321.993225,-53.555305,477.504211,306.286072,-119.741982,3.330630,614.249329,-134.758469,0.546459,544.830383,-117.134674,3.108876,657.588928
179,0,-1.583892,411.927399,329.813751,-32.219570,358.279175,313.838715,33.755138,427.473785,333.770264,-83.476952,400.717072,322.710541,-54.519150,477.023834,306.969757,-119.739685,3.327327,614.245239,-134.759659,0.539330,544.831116,-117.133400,3.100582,657.583557
180,0,-2.413319,411.599182,330.397003,-33.005047,357.895081,314.467957,32.905849,427.184204,334.246674,-84.289948,400.234802,323.433044,-55.499695,476.606384,307.604248,-119.751373,3.328916,614.232605,-134.769165,0.547146,544.814636,-117.139824,3.108162,657.570190
181,0,-3.282232,411.233154,330.945435,-33.810577,357.482941,315.051300,32.014927,426.887909,334.722595,-85.162422,399.766541,324.114532,-56.516083,476.182800,308.227814,-119.745682,3.327025,614.212830,-134.769608,0.538673,544.791321,-117.140770,3.101135,657.551453
182,0,-4.203622,410.825775,331.460632,-34.437588,356.775116,315.710480,31.072861,426.535034,335.236664,-86.059998,399.223877,324.736420,-57.590202,475.729736,308.919830,-119.739197,3.308930,614.199646,-134.760193,0.527324,544.779480,-117.133507,3.081836,657.539185
183,0,-5.175306,410.385406,332.048645,-35.265213,356.295715,316.143860,30.092020,426.165680,335.833344,-86.981766,398.590698,325.318481,-58.730225,475.229401,309.726501,-119.734772,3.298645,614.213135,-134.755585,0.513220,544.793701,-117.125488,3.072334,657.552185
184,0,-6.452594,410.270569,332.579773,-36.304447,356.128357,316.320435,29.123297,425.814331,336.476837,-87.914917,397.932007,325.892944,-59.879696,474.726410,310.638885,-119.738136,3.296010,614.212036,-134.754135,0.512061,544.794128,-117.127808,3.069922,657.555237
185,0,-7.397890,409.859985,333.225769,-37.114540,355.684021,316.732758,28.173532,425.463043,337.139679,-88.802589,397.260773,326.547302,-60.996193,474.206024,311.649200,-119.738976,3.294685,614.210632,-134.760132,0.515327,544.792603,-117.131004,3.061580,657.552368
186,0,-8.309997,409.470276,333.895660,-37.863323,355.229523,317.245972,27.266878,425.127350,337.812927,-89.665215,396.635712,327.301300,-62.078209,473.727356,312.648041,-119.740028,3.296767,614.204529,-134.759399,0.515367,544.788086,-117.128265,3.062634,657.553101
187,0,-9.182749,409.156769,334.638824,-38.650932,354.870636,317.950348,26.402617,424.851135,338.521790,-90.513588,396.144806,328.180817,-63.105347,473.315094,313.631622,-119.738838,3.302252,614.225342,-134.761108,0.522591,544.807800,-117.131416,3.072994,657.571045
188,0,-10.020886,408.909790,335.417664,-39.459759,354.582489,318.805603,25.547512,424.640045,339.211151,-91.336914,395.781891,329.166992,-64.080688,473.007782,314.562134,-119.754463,3.317070,614.235168,-134.774414,0.538407,544.813354,-117.146919,3.084847,657.580261
189,0,-10.842575,408.698883,336.197906,-40.289143,354.340851,319.722565,24.687756,424.479553,339.880096,-92.191978,395.522522,330.169373,-65.038681,472.746063,315.395996,-119.774628,3.318996,614.219788,-134.791580,0.540183,544.798767,-117.167908,3.088895,657.564697
190,0,-11.694437,408.506897,336.982147,-41.155735,354.133453,320.641663,23.816746,424.320251,340.559448,-93.060463,395.307129,331.158081,-65.992409,472.525299,316.220551,-119.784210,3.310731,614.213379,-134.800842,0.527576,544.791443,-117.177162,3.082567,657.559265
191,0,-12.562501,408.345123,337.779999,-42.026756,353.934265,321.526123,22.935347,424.174652,341.266266,-93.940948,395.091125,332.138153,-66.952896,472.318085,317.077454,-119.782715,3.311508,614.228210,-134.797379,0.529529,544.806213,-117.175888,3.084803,657.569885
192,0,-13.466699,408.179688,338.577026,-42.885490,353.742401,322.345001,22.038301,424.039795,342.002289,-94.827187,394.828583,333.073181,-67.949074,472.109406,317.999939,-119.780396,3.315257,614.252136,-134.797424,0.538107,544.831787,-117.170563,3.086147,657.598083
193,0,-14.382203,407.992523,339.318848,-43.731823,353.525208,323.054382,21.129923,423.887665,342.718597,-95.714554,394.510437,333.939636,-68.996017,471.873810,318.955353,-119.779335,3.319537,614.240662,-134.794159,0.536516,544.821960,-117.169746,3.086880,657.586426
194,0,-15.299681,407.787872,340.058624,-44.561359,353.284485,323.696320,20.222925,423.729980,343.449127,-96.596298,394.144775,334.800964,-70.059578,471.610626,319.990295,-119.771461,3.306134,614.241455,-134.786163,0.523448,544.816650,-117.162003,3.070621,657.587769
195,0,-16.220284,407.639923,340.805054,-45.413792,353.122284,324.359253,19.312254,423.593445,344.169098,-97.473480,393.827606,335.683807,-71.114487,471.379181,321.042816,-119.756630,3.304573,614.251221,-134.779037,0.525900,544.827637,-117.153969,3.084066,657.589844
196,0,-17.097399,407.544922,341.553741,-46.268234,353.029358,325.098541,18.430471,423.535095,344.868195,-98.350113,393.648132,336.611237,-72.117935,471.224792,322.039124,-119.749603,3.315171,614.257935,-134.766464,0.539565,544.837646,-117.143578,3.088242,657.602356
197,0,-17.956669,407.530487,342.254150,-47.162724,353.005219,325.858002,17.555525,423.536835,345.468567,-99.231911,393.604492,337.503204,-73.064011,471.197968,322.865875,-119.749519,3.323176,614.238770,-134.768661,0.544751,544.821411,-117.141441,3.095453,657.587219
198,0,-18.820803,407.564545,342.879517,-48.084286,353.026978,326.632690,16.673309,423.551392,345.986176,-100.118011,393.693634,338.333618,-73.964012,471.239746,323.519440,-119.751091,3.307638,614.221802,-134.765549,0.524163,544.803101,-117.139000,3.080784,657.567261
199,0,-19.702204,407.639618,343.443909,-49.043633,353.110626,327.359863,15.789259,423.596588,346.481354,-101.028290,393.836395,339.087097,-74.833977,471.353149,324.081268,-119.745239,3.296562,614.213623,-134.762009,0.513658,544.793945,-117.134354,3.068002,657.556091
200,0,-20.608744,407.715424,343.969269,-50.030949,353.231750,327.975006,14.881153,423.663513,346.941132,-101.973747,394.012238,339.710632,-75.728447,471.498474,324.550903,-119.736511,3.290482,614.214233,-134.752609,0.506527,544.796387,-117.124207,3.060185,657.558899
201,0,-21.586426,407.828400,344.418579,-51.024979,353.333923,328.421051,13.943685,423.729553,347.397552,-102.940399,394.161011,340.172058,-76.668800,471.631561,325.039154,-119.728806,3.286321,614.212952,-134.748810,0.505533,544.793213,-117.120941,3.053787,657.558777
202,0,-22.570753,407.874054,344.822479,-52.009071,353.429138,328.711792,12.982120,423.782318,347.832642,-103.945511,394.226746,340.524078,-77.650063,471.717133,325.514557,-119.725227,3.277682,614.204956,-134.744827,0.496969,544.784973,-117.117233,3.044510,657.548096
203,0,-23.588989,407.966614,345.209869,-52.983856,353.497528,328.947906,12.024023,423.819489,348.282532,-104.915161,394.267670,340.840851,-78.634651,471.820343,326.046753,-119.720825,3.282698,614.211609,-134.739777,0.500974,544.796387,-117.111603,3.052540,657.557617
204,0,-24.555141,408.056213,345.619476,-53.969337,353.629425,329.243347,11.076945,423.913574,348.712494,-105.895874,394.398132,341.165344,-79.587387,471.939728,326.575531,-119.716301,3.295749,614.234253,-134.735428,0.524184,544.814819,-117.111542,3.067490,657.577698
205,0,-25.530218,408.230194,345.973206,-54.977573,353.825897,329.573029,10.154989,424.023804,349.082581,-106.879364,394.594757,341.512634,-80.492126,472.143890,326.968719,-119.726624,3.313360,614.235046,-134.743439,0.537210,544.814758,-117.118111,3.074439,657.580811
206,0,-26.472513,408.410431,346.322418,-56.013454,354.030457,330.007019,9.237276,424.182251,349.408386,-107.871170,394.908661,341.865234,-81.357681,472.394775,327.228149,-119.738510,3.317659,614.223633,-134.752899,0.539883,544.804749,-117.128899,3.082057,657.570496
207,0,-27.433441,408.625977,346.678925,-57.098137,354.308746,330.476044,8.304223,424.309662,349.707764,-108.875481,395.314178,342.232605,-82.191971,472.704193,327.419067,-119.746422,3.313271,614.238953,-134.763718,0.541204,544.818848,-117.139977,3.080980,657.585815
