Trajectories
100
,,Hand:Center,,,Hand:Thumb,,,Hand:Root,,,Hand:Index,,,Hand:Pinky,,,ArmJoint6:ToEnd1,,,ArmJoint6:ToEnd2,,,ArmJoint6:Joint61,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
312,0,-28.917679,270.318604,364.721069,-52.632900,213.543900,348.006378,4.789852,290.573425,367.463013,-108.523857,246.795105,358.780640,-90.829285,327.130005,344.450714,-119.741142,3.310561,614.268738,-134.758087,0.542841,544.849243,-117.131058,3.082265,657.610168
313,0,-28.581484,267.935333,364.525421,-52.359470,211.165909,347.906128,4.849097,288.354431,367.394623,-108.365158,244.304047,358.624481,-90.857246,324.684479,344.269623,-119.735695,3.300813,614.281799,-134.746140,0.526692,544.863770,-117.127266,3.073539,657.622009
314,0,-28.395113,265.369476,364.626190,-53.929813,211.283646,346.090759,4.897584,286.118164,367.389832,-108.226006,241.803894,358.459015,-90.875145,322.232788,344.219604,-119.729927,3.314764,614.304443,-134.743073,0.541028,544.885315,-117.117409,3.081115,657.642639
315,0,-28.619694,263.342377,364.534607,-50.830284,205.239182,348.188934,4.963403,283.876770,367.387695,-108.062874,239.284836,358.268707,-90.875175,319.808258,344.207092,-119.734612,3.325279,614.303040,-134.743942,0.552574,544.881165,-117.119972,3.098546,657.639832
316,0,-28.323736,260.496643,364.838135,-49.305244,201.398254,348.843384,5.031192,281.645325,367.391846,-107.919037,236.803085,358.112854,-90.860023,317.386353,344.213257,-119.733772,3.338227,614.299866,-134.744873,0.563132,544.881775,-117.126053,3.110403,657.642212
317,0,-27.928991,258.124847,364.694885,-53.767761,204.656570,345.593048,5.097315,279.425507,367.382538,-107.763687,234.332291,358.064636,-90.865059,314.950684,344.168060,-119.731880,3.328733,614.305237,-134.743027,0.555736,544.882141,-117.119209,3.099591,657.645752
318,0,-28.106438,256.502563,364.316406,-52.994698,201.875015,345.797302,5.165903,277.261566,367.347748,-107.557999,231.886490,358.110046,-90.871826,312.517975,344.066742,-119.730537,3.324656,614.302734,-134.741806,0.547607,544.884277,-117.123032,3.092489,657.642090
319,0,-28.135574,254.280212,364.417633,-52.815739,199.670151,345.897827,5.241860,275.128510,367.269714,-107.357910,229.464493,358.165222,-90.903572,310.080811,343.869171,-119.737556,3.328708,614.285400,-134.755203,0.550202,544.865356,-117.136292,3.100097,657.627808
320,0,-28.000957,252.087616,364.343872,-48.510792,192.435120,348.998596,5.313736,272.994171,367.160522,-107.135658,227.006897,358.198334,-90.926918,307.618103,343.654694,-119.744896,3.313593,614.273621,-134.762009,0.539227,544.846619,-117.145630,3.086964,657.610657
321,0,-27.729794,249.810593,364.180298,-50.284782,192.450821,347.716339,5.382531,270.822510,367.058167,-106.917618,224.520798,358.151093,-90.935959,305.168762,343.499725,-119.756378,3.306760,614.255371,-134.768753,0.525362,544.834412,-117.149063,3.070995,657.598816
322,0,-27.691216,247.510025,364.212860,-48.384937,188.073883,348.949493,5.462132,268.638123,367.006561,-106.695107,221.993805,358.051483,-90.926018,302.722046,343.458282,-119.754112,3.309362,614.256836,-134.765747,0.521599,544.836182,-117.145836,3.073543,657.598389
323,0,-27.828783,245.569672,364.035522,-51.165714,189.705688,346.198822,5.556295,266.467468,366.983215,-106.474007,219.484665,357.920837,-90.925705,300.288147,343.497192,-119.755707,3.331236,614.258484,-134.765640,0.553227,544.835266,-117.146889,3.098545,657.600281
324,0,-27.528275,243.267990,363.879730,-49.333050,185.462967,347.275970,5.652995,264.294189,366.950562,-106.270790,217.021088,357.772522,-90.915688,297.869568,343.527496,-119.756287,3.348254,614.252075,-134.766632,0.568171,544.831848,-117.152809,3.118405,657.595581
325,0,-27.321604,240.800995,363.969299,-50.184486,184.746658,346.003784,5.755983,262.154938,366.894775,-106.045685,214.578232,357.637085,-90.902229,295.485931,343.486786,-119.759697,3.345932,614.229736,-134.776886,0.566391,544.805786,-117.156822,3.118512,657.570251
326,0,-27.445311,239.042603,363.721619,-51.040451,183.539673,345.628113,5.861470,260.053253,366.870728,-105.799866,212.183060,357.563019,-90.876274,293.143311,343.384827,-119.768280,3.341184,614.233398,-134.777191,0.566248,544.808289,-117.162773,3.117311,657.575012
327,0,-27.060162,236.405014,364.058105,-50.861561,181.892715,345.062073,5.982534,258.037018,366.819641,-105.546928,209.865616,357.553192,-90.837906,290.831024,343.199188,-119.773361,3.349371,614.243530,-134.785324,0.566714,544.820862,-117.167267,3.114008,657.585632
328,0,-26.211336,233.774551,364.053650,-46.308521,174.728836,348.266785,6.114079,256.058960,366.694183,-105.285828,207.596390,357.522491,-90.784103,288.552734,342.944580,-119.779251,3.344090,614.234619,-134.787338,0.565109,544.811340,-117.171242,3.114096,657.578552
329,0,-26.472063,232.275650,363.716675,-47.735348,174.552490,347.174652,6.262582,254.085419,366.546265,-104.996956,205.306503,357.442108,-90.722504,286.290649,342.701721,-119.783875,3.328280,614.216614,-134.793686,0.550516,544.790344,-117.176544,3.098738,657.559143
330,0,-26.196012,230.154739,363.637054,-46.012104,170.759613,348.179504,6.423679,252.065689,366.486694,-104.720474,203.040222,357.363373,-90.629379,284.049286,342.627686,-119.781082,3.317125,614.240112,-134.789886,0.540404,544.812134,-117.173027,3.090044,657.583740
331,0,-26.000395,228.103455,363.558807,-46.273972,169.388763,347.581238,6.587215,250.079071,366.430939,-104.432114,200.772629,357.251221,-90.524414,281.834229,342.652313,-119.783821,3.324219,614.258484,-134.787720,0.547859,544.832092,-117.177986,3.097272,657.596985
332,0,-25.630274,225.836685,363.566589,-45.936718,167.237839,347.522705,6.763709,248.137482,366.337952,-104.127655,198.536957,357.104523,-90.419243,279.668457,342.654877,-119.779594,3.334310,614.254700,-134.786835,0.560587,544.832336,-117.170181,3.107124,657.600037
333,0,-25.502930,224.043320,363.296143,-48.541931,168.912796,344.798462,6.943446,246.209457,366.223602,-103.795471,196.350311,356.945740,-90.303009,277.506134,342.610046,-119.771812,3.339110,614.253784,-134.781235,0.567687,544.822449,-117.165466,3.111362,657.596375
334,0,-25.503038,222.333374,363.138550,-47.257965,165.809982,345.405579,6.785120,244.564163,366.160797,-103.471848,194.214340,356.853790,-90.167252,275.405579,342.527588,-119.765755,3.349140,614.278381,-134.769135,0.566848,544.853760,-117.152466,3.114635,657.622070
335,0,-25.000832,220.170609,363.122803,,,,6.961370,242.740234,366.073608,-103.192802,192.175217,356.746216,-90.027138,273.355774,342.304993,-119.760307,3.357211,614.300476,-134.767639,0.577560,544.873962,-117.153351,3.124465,657.642151
336,0,-24.776321,218.316559,362.985107,-46.853336,162.481842,344.877441,7.143934,240.958694,365.920654,-102.927109,190.186218,356.600098,-89.887718,271.345856,341.919922,-119.761620,3.348600,614.282959,-134.767426,0.566458,544.858887,-117.152496,3.113503,657.628052
337,0,-24.337818,216.242203,362.937408,-47.589619,161.893890,343.994141,7.326189,239.172272,365.751221,-102.654549,188.213226,356.470398,-89.739166,269.353729,341.494934,-119.752266,3.325781,614.281921,-134.764801,0.548767,544.855713,-117.145996,3.094467,657.622070
338,0,-24.745293,215.113342,362.581940,-44.004482,155.549530,347.430542,7.486259,237.414581,365.609283,-102.392845,186.271667,356.365936,-89.591545,267.405029,341.165131,-119.737434,3.303576,614.293945,-134.753296,0.533205,544.868408,-117.136780,3.079959,657.635132
339,0,-24.438457,213.208191,362.488495,-44.147110,154.583847,346.462616,7.644991,235.640335,365.524963,-102.143723,184.297318,356.229584,-89.446136,265.468811,341.028839,-119.732407,3.307512,614.299377,-134.749008,0.534731,544.877625,-117.129379,3.079935,657.639893
340,0,-24.236265,211.594772,362.116119,,,,7.825383,233.815643,365.485352,-101.872169,182.274033,356.072540,-89.307823,263.498199,341.054962,-119.737648,3.319916,614.278381,-134.749023,0.540183,544.859070,-117.124191,3.087283,657.625671
341,0,-23.165449,208.409363,362.798065,-42.402607,149.407135,347.101166,7.999911,231.994370,365.467651,-101.615112,180.275391,355.958649,-89.185326,261.547821,341.183777,-119.722977,3.321558,614.284180,-134.739487,0.544386,544.862732,-117.112778,3.089190,657.626404
342,0,-23.034681,206.480682,362.939362,-43.224815,149.006424,345.894531,8.152372,230.211075,365.479156,-101.332581,178.256729,355.942230,-89.070923,259.595825,341.363464,-119.713531,3.322970,614.291382,-134.732880,0.544689,544.869751,-117.106728,3.094248,657.634277
343,0,-23.102123,205.289780,362.519073,-42.890797,147.147278,345.907410,8.277782,228.499603,365.492920,-101.069801,176.306641,355.990143,-88.991188,257.679474,341.453644,-119.712944,3.324935,614.284119,-134.732422,0.549166,544.866943,-117.107376,3.098584,657.627747
344,0,-23.022644,203.626724,362.537567,-44.177219,147.327026,344.573334,8.415306,226.804214,365.488495,-100.836388,174.414612,356.070251,-88.923325,255.792313,341.436615,-119.728149,3.329290,614.266052,-134.743790,0.548799,544.847656,-117.121986,3.099654,657.608459
345,0,-22.878756,201.964920,362.505707,-42.333061,143.600113,346.134064,8.535599,225.157501,365.455231,-100.587364,172.526367,356.175507,-88.861916,253.896805,341.354065,-119.737495,3.313199,614.249390,-134.753433,0.535951,544.831055,-117.127708,3.089205,657.594299
346,0,-22.963537,200.556030,362.447723,-42.045040,141.833710,346.309998,8.631636,223.540268,365.461761,-100.376625,170.673431,356.303925,-88.808670,252.032455,341.306213,-119.737869,3.303033,614.261292,-134.755936,0.528639,544.838989,-117.134209,3.077057,657.601685
347,0,-22.486887,198.469528,362.684418,-39.762451,137.595734,348.223083,8.757644,221.890594,365.500641,-100.177292,168.840073,356.397339,-88.749092,250.224228,341.348541,-119.748405,3.304124,614.257080,-134.758011,0.525043,544.838684,-117.139809,3.068720,657.602234
348,0,-22.334675,196.785568,362.703644,-41.535561,138.367340,346.415466,8.880217,220.244888,365.526550,-99.980652,167.036896,356.393616,-88.675224,248.461487,341.445007,-119.759384,3.303916,614.229004,-134.774155,0.530626,544.808472,-117.153076,3.079207,657.573242
349,0,-22.552151,195.470200,362.631256,-40.832443,136.198273,346.652466,8.987563,218.640350,365.555328,-99.794861,165.255463,356.396362,-88.576050,246.722229,341.552673,-119.765533,3.318686,614.228943,-134.784363,0.541125,544.806824,-117.160858,3.083699,657.572266
350,0,-22.001648,193.481064,362.783447,-41.550556,135.342728,346.396393,9.308796,216.915298,365.619019,-99.606033,163.539703,356.431122,-88.467834,245.009003,341.652466,-119.773041,3.335907,614.254883,-134.784210,0.555541,544.834167,-117.165001,3.105057,657.596741
351,0,-21.802214,191.910324,362.797577,-39.236046,131.798630,347.451691,9.440857,215.408463,365.615326,-99.395607,161.888824,356.449005,-88.370331,243.354858,341.599060,-119.769836,3.347436,614.261414,-134.786438,0.569666,544.838989,-117.168449,3.116394,657.601013
352,0,-21.773291,190.572205,362.662048,-39.782871,131.209061,346.840637,9.574401,213.963150,365.523560,-99.156593,160.239197,356.444214,-88.253502,241.726242,341.419220,-119.778450,3.345644,614.232666,-134.794739,0.567610,544.807251,-117.174484,3.113542,657.575562
353,0,-21.465837,188.916153,362.701843,-40.316326,130.345352,346.620544,9.715856,212.495331,365.455414,-98.960617,158.638977,356.408264,-88.141083,240.098251,341.236908,-119.779266,3.347451,614.249329,-134.793869,0.568866,544.819946,-117.177605,3.118089,657.589966
354,0,-21.263081,187.404327,362.681793,-40.032059,128.795944,346.635559,9.861647,211.042465,365.408142,-98.746140,157.016617,356.372223,-88.013405,238.493652,341.157196,-119.784660,3.348212,614.281311,-134.794632,0.561716,544.859802,-117.179466,3.115705,657.625244
355,0,-21.073914,185.898132,362.642090,-40.539890,128.316742,345.723450,10.031749,209.589157,365.366669,-98.554314,155.441498,356.256744,-87.865417,236.931076,341.161499,-119.790268,3.347631,614.272522,-134.797516,0.568870,544.849121,-117.182289,3.117036,657.614868
356,0,-20.956900,184.648773,362.347412,-40.443016,127.001434,345.447266,10.200812,208.144333,365.308228,-98.334229,153.873276,356.144257,-87.720879,235.452957,341.182404,-119.790535,3.338830,614.240173,-134.803131,0.557281,544.812866,-117.189857,3.111201,657.581787
357,0,-20.696856,183.005783,362.513519,-39.757519,124.939262,345.871155,10.372960,206.744202,365.281982,-98.129478,152.400848,356.082825,-87.558945,234.001633,341.284821,-119.776596,3.336601,614.266907,-134.794586,0.554745,544.838440,-117.172661,3.106333,657.609436
358,0,-20.500116,181.667496,362.471710,-39.121151,123.080978,346.220428,10.535841,205.409836,365.243347,-97.890526,150.985870,356.095825,-87.382492,232.597321,341.343445,-119.767059,3.338252,614.305725,-134.780457,0.561886,544.881714,-117.162437,3.109543,657.643921
359,0,-20.305489,180.378693,362.382538,-38.891605,121.775345,346.194733,10.698376,204.137146,365.126862,-97.693550,149.672440,356.062805,-87.243217,231.259735,341.223267,-119.761833,3.353064,614.288635,-134.777390,0.572735,544.861084,-117.155594,3.117694,657.627441
360,0,-20.088490,179.074387,362.283783,-38.626453,120.459717,346.167694,10.855386,202.891113,364.973206,-97.491875,148.353943,355.998230,-87.130112,229.911499,340.999451,-119.761673,3.343348,614.260315,-134.770950,0.558540,544.836182,-117.151070,3.106294,657.606689
361,0,-19.922386,177.830551,362.155304,-38.347828,119.160538,346.095825,11.004889,201.660004,364.857208,-97.251579,146.977142,355.908997,-87.014290,228.525436,340.802582,-119.742340,3.323272,614.281616,-134.756180,0.542000,544.859558,-117.136322,3.092429,657.621216
362,0,-20.186609,177.317657,361.525818,-36.294762,115.841705,347.423309,11.157835,200.462082,364.761688,-97.008789,145.579788,355.737274,-86.932907,227.151871,340.622894,-119.728333,3.314605,614.300354,-134.745911,0.537017,544.875610,-117.124062,3.081734,657.640076
363,0,-20.091314,176.184448,361.342438,-40.242237,119.292740,343.987030,11.317295,199.289352,364.632263,-96.786369,144.214722,355.511658,-86.829071,225.825592,340.474030,-119.729652,3.308119,614.274170,-134.745743,0.530480,544.853271,-117.125259,3.076299,657.615967
364,0,-19.370291,174.150650,361.768280,-39.672901,117.654640,344.180206,11.461038,198.172150,364.519104,-96.560928,142.907547,355.304230,-86.712372,224.553589,340.373505,-119.732368,3.297796,614.256165,-134.748795,0.524007,544.828796,-117.126915,3.069332,657.594604
365,0,-19.191244,173.039566,361.658051,-37.265335,114.296776,345.415344,11.626385,197.085693,364.428436,-96.341393,141.701706,355.169800,-86.597237,223.387482,340.284332,-119.726410,3.289975,614.270325,-134.741043,0.515951,544.850098,-117.116806,3.056762,657.613770
366,0,-19.015276,172.004211,361.532166,-37.345280,113.685226,344.908203,11.760923,196.079086,364.294983,-96.143791,140.626572,355.063354,-86.452950,222.290283,340.152344,-119.722862,3.292662,614.279175,-134.739044,0.516979,544.854492,-117.114006,3.056377,657.618652
367,0,-18.852318,171.026871,361.380310,-36.855030,112.266121,345.192963,11.903111,195.120865,364.126862,-95.946777,139.602341,354.931335,-86.330025,221.261139,339.933868,-119.725624,3.304498,614.267151,-134.742142,0.527809,544.841614,-117.123062,3.072287,657.605774
368,0,-18.454329,169.723190,361.405426,-33.643997,108.046562,347.221405,12.029149,194.185593,363.962891,-95.769302,138.578476,354.731140,-86.222824,220.228180,339.683899,-119.730278,3.311446,614.259399,-134.747833,0.538201,544.832275,-117.124054,3.074964,657.603760
369,0,-18.181559,168.798569,361.051910,-35.802460,109.576393,345.342407,12.147996,193.240555,363.822357,-95.564499,137.478073,354.469391,-86.135384,219.167633,339.452087,-119.731163,3.310818,614.267883,-134.750443,0.536746,544.842651,-117.134903,3.081555,657.611023
370,0,-18.360582,168.066544,360.867706,-36.411324,109.647316,344.264862,12.278717,192.323883,363.712830,-95.356598,136.375870,354.182007,-86.043869,218.103134,339.311249,-119.751518,3.318047,614.272095,-134.762894,0.539110,544.849426,-117.144295,3.088259,657.614380
371,0,-18.717752,167.739548,360.434906,-37.461437,110.002663,343.255676,12.400437,191.477509,363.600098,-95.155190,135.336380,353.936249,-85.956230,217.090134,339.224915,-119.766983,3.330713,614.259705,-134.780106,0.553065,544.834167,-117.160286,3.098669,657.604980
372,0,-18.203720,166.469223,360.536743,-35.925983,107.766937,343.987274,12.532937,190.659515,363.517761,-94.949776,134.366089,353.801849,-85.865181,216.169922,339.154022,-119.775078,3.328344,614.257507,-134.788071,0.548169,544.830200,-117.169456,3.094324,657.606567
373,0,-17.766460,165.554184,360.430634,-33.545776,104.771301,345.335144,12.659726,189.923645,363.462524,-94.794716,133.561172,353.754028,-85.759354,215.386368,339.125336,-119.778122,3.323051,614.272766,-134.789948,0.543693,544.847473,-117.173332,3.092739,657.617554
374,0,-17.779507,164.888092,360.506470,-35.348846,106.063271,344.093048,12.757222,189.263428,363.380035,-94.689453,132.930481,353.768036,-85.630753,214.725601,339.073608,-119.781517,3.332552,614.274719,-134.794205,0.556057,544.848999,-117.177895,3.106234,657.621155
375,0,-17.696522,164.314331,360.465637,-35.022942,105.254471,344.238525,12.834788,188.673737,363.289734,-94.617661,132.393829,353.790375,-85.525688,214.161392,338.959167,-119.789841,3.354326,614.266724,-134.804596,0.574465,544.836670,-117.192604,3.122784,657.609497
376,0,-17.639784,163.579010,360.656067,-33.774181,103.256874,345.401123,12.895542,188.106659,363.213440,-94.540306,131.861496,353.792480,-85.458267,213.604309,338.814087,-119.795113,3.368999,614.265198,-134.808350,0.588399,544.840332,-117.193573,3.138360,657.611572
377,0,-17.187635,162.609421,360.788269,-35.143955,104.378021,344.120483,12.950065,187.562042,363.166473,-94.458900,131.284378,353.746399,-85.399979,213.007629,338.692932,-119.789413,3.357074,614.279480,-134.802155,0.579794,544.855164,-117.188881,3.130751,657.621216
378,0,-17.488691,162.653824,360.299652,-35.004814,103.791756,344.027832,12.990205,187.044189,363.138397,-94.353996,130.631165,353.620239,-85.387428,212.389954,338.583984,-119.787437,3.351967,614.269897,-134.800613,0.572603,544.844421,-117.183144,3.124087,657.616516
379,0,-17.405418,162.056442,360.301147,-34.575874,102.875687,344.206635,13.015216,186.567780,363.156311,-94.286179,129.994339,353.475586,-85.415649,211.809296,338.552795,-119.789597,3.351418,614.257935,-134.801529,0.573340,544.829773,-117.185844,3.119883,657.603577
380,0,-17.386173,161.425446,360.495392,-33.595226,101.552101,344.582489,13.025573,186.113892,363.222961,-94.244118,129.419739,353.410889,-85.449196,211.272369,338.660522,-119.783875,3.344851,614.257080,-134.795319,0.562603,544.834900,-117.181671,3.115879,657.604187
381,0,-17.737238,161.384537,360.390045,-34.709831,102.231323,343.945343,13.026688,185.696609,363.311462,-94.226433,128.979034,353.453613,-85.466591,210.851944,338.819733,-119.771378,3.314634,614.264160,-134.785034,0.541603,544.838928,-117.161743,3.086926,657.610291
382,0,-17.755188,161.456467,360.036865,-33.061588,100.307625,345.015381,13.010795,185.374435,363.386566,-94.250839,128.692795,353.622559,-85.487411,210.546860,338.968048,-119.763290,3.313502,614.255493,-134.772415,0.535163,544.827881,-117.160324,3.083947,657.598328
383,0,-17.497869,160.691650,360.584320,-32.960583,99.861534,345.429596,12.956714,185.139130,363.448792,-94.327972,128.546814,353.885254,-85.516983,210.356506,339.066315,-119.758163,3.325113,614.252869,-134.764465,0.545030,544.829285,-117.155235,3.093330,657.597107
384,0,-17.637148,160.524521,360.773621,-33.538227,100.048637,345.559418,12.873139,184.959518,363.506775,-94.433037,128.445389,354.141937,-85.575371,210.199738,339.086182,-119.750587,3.334921,614.260376,-134.761093,0.553441,544.837158,-117.146622,3.102454,657.604248
385,0,-17.796537,160.587524,360.670807,-34.978428,101.270020,344.839630,12.765704,184.788452,363.581787,-94.552025,128.332520,354.334686,-85.671661,210.025177,339.071381,-119.745926,3.327816,614.271057,-134.756180,0.552077,544.844116,-117.135902,3.095793,657.612183
386,0,-17.554655,159.820999,361.218750,-33.844418,99.777931,345.904816,12.641143,184.639465,363.682098,-94.655045,128.150360,354.453003,-85.798195,209.828690,339.080048,-119.741119,3.318290,614.258484,-134.750870,0.541197,544.836731,-117.134392,3.091424,657.605896
387,0,-17.500523,159.549454,361.355286,-37.678589,103.631813,343.232574,12.524585,184.503525,363.830719,-94.746323,127.939034,354.565125,-85.945869,209.634232,339.187897,-119.738693,3.322717,614.264221,-134.750427,0.541525,544.839233,-117.132500,3.090158,657.609131
388,0,-18.035810,159.907928,361.248352,-33.786064,99.220055,346.319641,12.417592,184.379150,364.008209,-94.838257,127.727242,354.690674,-86.101730,209.450348,339.383301,-119.734329,3.320271,614.276062,-134.748901,0.545062,544.852173,-117.135757,3.092207,657.615540
389,0,-17.612394,159.229370,361.673676,-36.702793,102.257675,344.124756,12.315793,184.275360,364.185028,-94.956200,127.588585,354.852234,-86.227997,209.335678,339.624481,-119.738274,3.312891,614.273621,-134.750305,0.538390,544.851013,-117.138794,3.084402,657.617493
390,0,-18.365824,160.052002,361.342285,-36.014679,101.243454,345.087494,12.228451,184.210938,364.343445,-95.074936,127.567650,355.083099,-86.301346,209.315781,339.877716,-119.736832,3.309458,614.272156,-134.756882,0.537953,544.842896,-117.139061,3.081771,657.614380
391,0,-18.084299,159.467163,361.942047,-34.165630,99.138695,346.790924,12.150340,184.179184,364.469055,-95.186646,127.671509,355.364990,-86.330162,209.402298,340.093445,-119.744972,3.319632,614.277161,-134.757904,0.537630,544.852844,-117.140266,3.087122,657.623047
392,0,-18.411068,159.819382,361.930084,-34.060719,98.809181,347.361481,12.082637,184.175156,364.572357,-95.321701,127.834808,355.625732,-86.352837,209.527222,340.241608,-119.737671,3.318916,614.291504,-134.756607,0.547100,544.866455,-117.138275,3.090980,657.635864
393,0,-18.489107,159.876389,362.035919,-34.658218,99.449341,347.032867,12.021397,184.176331,364.657898,-95.434525,127.985046,355.792419,-86.369789,209.651337,340.340820,-119.750702,3.328522,614.287903,-134.759735,0.551414,544.865906,-117.142914,3.097308,657.635742
394,0,-17.956451,159.270584,362.402924,-38.540863,103.286140,344.729797,11.978312,184.169098,364.739258,-95.522400,128.083725,355.890533,-86.382927,209.734253,340.412048,-119.759033,3.331091,614.282776,-134.770798,0.554061,544.859497,-117.152939,3.098510,657.631836
395,0,-18.182859,159.429230,362.422058,-36.444496,101.153862,346.090698,11.949493,184.156235,364.823883,-95.575958,128.097717,355.925568,-86.421326,209.757629,340.472931,-119.764107,3.325814,614.285339,-134.775482,0.546315,544.864685,-117.160461,3.092121,657.632935
396,0,-19.193220,160.672638,361.729309,-37.982380,102.757065,344.954651,11.928808,184.146225,364.888214,-95.583420,128.017746,355.924103,-86.483208,209.721756,340.538422,-119.770576,3.324018,614.286438,-134.784592,0.546163,544.864624,-117.166077,3.086824,657.632324
397,0,-18.403458,159.431564,362.579163,-38.571674,103.239120,344.711792,11.914225,184.135803,364.930817,-95.573807,127.965004,355.956177,-86.516838,209.676559,340.620056,-119.774170,3.314670,614.283508,-134.793320,0.538311,544.857300,-117.170059,3.085070,657.629211
398,0,-18.641617,159.866806,362.233582,-34.622345,99.225388,347.280945,11.904499,184.144516,364.906616,-95.592728,127.976997,355.965759,-86.532455,209.695633,340.650970,-119.778572,3.307155,614.268127,-134.792801,0.526988,544.842896,-117.180283,3.076843,657.612183
399,0,-18.457243,159.816376,362.141449,-34.496857,98.906387,347.659393,11.893292,184.146820,364.869202,-95.627869,128.037735,355.983398,-86.518326,209.756012,340.675415,-119.779617,3.307462,614.262085,-134.790909,0.527396,544.835999,-117.175285,3.073952,657.606628
400,0,-18.715147,160.049774,362.054871,-36.490841,101.055321,346.139618,11.870575,184.159378,364.811584,-95.680130,128.148254,356.002960,-86.511208,209.852417,340.650055,-119.775162,3.315581,614.268982,-134.789810,0.535912,544.845947,-117.175255,3.085934,657.613831
401,0,-18.731005,160.073730,361.983063,-38.677723,103.247871,344.709869,11.839183,184.185349,364.710754,-95.722786,128.257736,355.942383,-86.502953,209.941559,340.541351,-119.771996,3.327274,614.269287,-134.785645,0.550596,544.849426,-117.167473,3.093484,657.616882
402,0,-18.833235,160.262741,361.723297,-34.378868,98.810432,347.541931,11.811283,184.204742,364.577637,-95.760208,128.333725,355.818054,-86.503700,209.988953,340.353333,-119.769730,3.323310,614.257690,-134.777817,0.546989,544.837769,-117.159439,3.089159,657.605957
403,0,-18.743401,160.012589,361.807068,-34.091862,98.595604,347.460938,11.795290,184.222504,364.434906,-95.757477,128.340179,355.655731,-86.522942,209.999390,340.133453,-119.762184,3.314892,614.244263,-134.774506,0.543446,544.824219,-117.157112,3.088435,657.590698
404,0,-18.754763,160.023819,361.664978,-37.997246,102.653465,344.645416,11.780565,184.242523,364.314392,-95.761559,128.331207,355.483032,-86.546379,209.983353,339.921112,-119.754311,3.314763,614.261841,-134.768036,0.540097,544.842224,-117.150139,3.092134,657.604858
405,0,-18.427666,159.429138,361.959625,-35.671772,100.354393,345.943085,11.757801,184.286057,364.157379,-95.759476,128.299622,355.239838,-86.576431,209.958237,339.663391,-119.760735,3.315265,614.260376,-134.772018,0.543413,544.840149,-117.151222,3.087179,657.607300
406,0,-18.794878,160.088791,361.293121,-38.836304,103.496864,343.838013,11.753557,184.331436,363.959961,-95.780533,128.315979,354.982422,-86.575462,209.957870,339.386749,-119.760353,3.310439,614.237793,-134.772461,0.533335,544.814697,-117.154793,3.083610,657.581177
407,0,-18.391312,159.510101,361.548492,-38.784294,103.487511,343.739838,11.762902,184.376770,363.768524,-95.776932,128.391357,354.754700,-86.542526,210.030884,339.120148,-119.754776,3.305154,614.235229,-134.772125,0.532760,544.808472,-117.152443,3.079355,657.572998
408,0,-18.768339,160.327103,360.839539,-36.025543,100.847099,345.322845,11.786798,184.464951,363.576599,-95.774979,128.554901,354.578186,-86.458710,210.175156,338.870453,-119.753960,3.312468,614.260681,-134.764679,0.538168,544.834351,-117.144684,3.085189,657.602112
409,0,-18.697037,160.419418,360.660431,-38.056652,103.082764,343.774902,11.834344,184.593201,363.348785,-95.743607,128.759628,354.370483,-86.362663,210.374008,338.582123,-119.754379,3.323605,614.263306,-134.765350,0.544844,544.843201,-117.143539,3.085547,657.609924
410,0,-18.211967,159.842941,360.927734,-36.674477,101.594818,344.817200,11.896449,184.723801,363.084381,-95.696770,128.969269,354.076508,-86.259956,210.552460,338.251770,-119.755104,3.318163,614.239807,-134.771378,0.542349,544.817078,-117.148735,3.080009,657.581604
411,0,-18.153395,160.063354,360.612457,-36.217930,101.664253,344.325165,11.975449,184.866974,362.875122,-95.637253,129.157806,353.779205,-86.167145,210.748352,337.939423,-119.749161,3.312889,614.246582,-134.767868,0.533451,544.822693,-117.148064,3.072442,657.586243
412,0,-18.563572,160.911148,359.971680,-33.943256,99.298004,346.039276,12.027490,185.048859,362.683319,-95.595230,129.361252,353.505157,-86.113800,210.940964,337.635773,-119.745598,3.315316,614.280518,-134.762970,0.539465,544.858215,-117.142525,3.081745,657.621826
413,0,-18.549395,161.127457,359.716644,-36.425701,102.339638,343.685333,12.041903,185.274826,362.452393,-95.580193,129.581909,353.176666,-86.087555,211.144821,337.274048,-119.754585,3.327938,614.281372,-134.766144,0.544440,544.862976,-117.150032,3.088274,657.623047
414,0,-18.690842,161.335434,359.581451,-35.304367,101.382980,344.217255,12.036661,185.509109,362.208405,-95.587624,129.826630,352.817566,-86.057343,211.394287,336.886108,-119.759819,3.324311,614.269897,-134.773026,0.546880,544.842896,-117.158348,3.086798,657.611511
415,0,-18.269003,161.074432,359.596954,-33.647533,99.799362,345.241699,12.050726,185.718658,362.015381,-95.610031,130.086121,352.482483,-86.015953,211.655991,336.576172,-119.764168,3.317079,614.274353,-134.776672,0.543081,544.852356,-117.156197,3.082392,657.621826
416,0,-18.573044,161.818390,359.020355,-38.822453,105.354942,341.492340,12.075781,185.920624,361.842773,-95.658653,130.409058,352.183228,-85.930130,211.981903,336.336060,-119.754768,3.315499,614.292908,-134.772995,0.539905,544.869019,-117.154800,3.087420,657.634460
