Hand:Center,Hand:Center,Hand:Center,Hand:Thumb,Hand:Thumb,Hand:Thumb,Hand:Root,Hand:Root,Hand:Root,Hand:Index,Hand:Index,Hand:Index,Hand:Pinky,Hand:Pinky,Hand:Pinky
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
737.5271605,497.20862124999996,298.757679,712.7585835,441.05395725,281.63118399999996,771.3025815,516.23254625,302.653126,657.4847145,477.15957925,292.198383,678.3801425,556.91360725,279.157825
735.5398554999999,496.85858425,298.64931099999995,710.6624375,440.73797824999997,281.568958,769.3246615,515.8423182500001,302.518482,655.4450535,476.99231225,292.092152,676.4976885,556.6797202500001,278.990528
733.5071865,496.56122124999996,298.519611,708.5209355,440.45697325,281.543415,767.3061064999999,515.47857925,302.363117,653.3755955,476.82968424999996,291.983631,674.5849225,556.4682642500001,278.707813
731.4506985,496.22140724999997,298.388538,706.3805545,440.13455425,281.500812,765.2583775,515.08334625,302.226948,651.2755395,476.64514425,291.83198899999996,672.6294405,556.20968925,278.376575
729.3583525,495.83221725,298.253467,704.2567445,439.76306424999996,281.37093,763.1939695,514.6767912500001,302.106953,649.1768075,476.35892025,291.57554999999996,670.6067885,555.86844125,278.08174499999996
727.2605895,495.38144224999996,298.092792,702.1627735,439.32559425,281.14571,761.1132964999999,514.21683025,301.99242,647.0804255,475.92703524999996,291.29732099999995,668.5441585,555.46408325,277.85628099999997
724.9629215,495.21564025,297.716816,699.6496045,439.30377425,280.757832,759.0446935,513.72296425,301.899433,644.9937975,475.42450225,291.01271399999996,666.4709015,554.99475325,277.767445
723.2112885,494.30801625,297.70174,697.9846725,438.40347525,280.53898999999996,756.9708255,513.20889525,301.83549899999997,642.9117165,474.95242625,290.795185,664.4081955,554.54907525,277.784016
721.1739955,493.60492224999996,297.910938,695.8752515,437.95566025,280.33919099999997,754.9117885000001,512.69238525,301.75777,640.8238415,474.52014425,290.68080499999996,662.3917085,554.14938625,277.826038
718.9745945,493.42480724999996,297.57732,693.7581485000001,437.54492425,280.184803,752.8706055,512.20431825,301.633655,638.7526585,474.19342324999997,290.579395,660.4127195,553.76193525,277.77568399999996
716.9466625,493.03314524999996,297.431293,691.6455845,437.15222424999996,280.11040099999997,750.8442995,511.74081724999996,301.473835,636.7008665,473.88061825,290.471119,658.4820935,553.42959825,277.56627299999997
714.9085765,492.63119724999996,297.34968899999996,689.5215835,436.79553525,280.113087,748.8226775,511.31738525,301.352222,634.6250835,473.63675225,290.364338,656.5478325,553.1180752500001,277.285267
712.8600085,492.27258524999996,297.23265499999997,687.3979495,436.39993525,280.132404,746.8117215,510.90005725,301.233845,632.5479815,473.37161525,290.22020299999997,654.6005245,552.79059125,276.95125199999995
710.5431905,492.25439724999995,296.891437,685.2691195,436.03027625,280.058948,744.7830965,510.47409324999995,301.10326,630.4630395,473.07394725,290.04207199999996,652.6352805,552.45502025,276.621937
708.7262425,491.48410325,296.96056,683.1389385,435.62674225,279.989399,742.7469485,510.04806825,300.956196,628.3717685,472.77667525,289.858997,650.6502495,552.11130025,276.340382
706.6700595,491.08566525,296.87037999999995,680.9937434999999,435.27365425,279.927906,740.7182315,509.62338524999996,300.841541,626.2870715,472.48593424999996,289.784473,648.6732675,551.77795725,276.17824199999995
704.6393665,490.75976825,296.75246,678.8470235,434.94455224999996,279.900104,738.6908265,509.24081724999996,300.697346,624.2188535,472.29391725,289.721271,646.7363165,551.52429425,276.03193999999996
702.6135555,490.44909924999996,296.56673,676.6978685,434.68469525,279.813496,736.6913605,508.85367125,300.470356,622.1552395,472.16397324999997,289.61333099999996,644.8410034999999,551.28976725,275.78966099999997
700.6048125,490.14584625,296.353931,674.5413895,434.40365825,279.744709,734.6907195,508.47391024999996,300.218983,620.0848355,472.07684624999996,289.463123,642.9739835,551.10852325,275.44481299999995
698.5889285,489.85214525,296.12285199999997,672.3935015,434.14459524999995,279.616901,732.6768345,508.08825924999996,299.976246,618.0140915,471.98843625,289.236072,641.1144185,550.92819525,275.045216
696.5450285,489.54913625,295.849903,670.2496415,433.88043525,279.382954,730.6628725,507.73456124999996,299.715382,615.9473175,471.86490125,288.845844,639.2231525,550.7532982500001,274.570362
694.4915925,489.21939325,295.520893,668.1385045,433.58505525,279.024342,728.6436305,507.36395525,299.43809899999997,613.8665675,471.66223425,288.334705,637.2990265,550.51816025,274.031269
692.4334865,488.89068825,295.18431499999997,666.0453495,433.28192425,278.62114299999996,726.6177215,506.98678824999996,299.19444599999997,611.7854535,471.44458225,287.79326199999997,635.3597145,550.23987125,273.540913
690.3882595,488.54544325,294.892017,663.9788515,432.97870125,278.23076199999997,724.6177825,506.61825825,298.97819899999996,609.7565895,471.18518324999997,287.31374,633.4337195,549.95913925,273.14775499999996
688.3885345,488.23208925,294.62276099999997,661.9138105,432.72854924999996,277.83678,722.6569215,506.25604525,298.77626399999997,607.7429595,470.99914824999996,286.87208899999996,631.5684355,549.76227025,272.824573
686.4370425,487.95981125,294.354328,659.8518525,432.53476224999997,277.472431,720.7273715,505.91339424999995,298.560078,605.7473565,470.93252824999996,286.498493,629.7799035,549.64654825,272.590198
684.5229035,487.74627925,294.121418,657.7883565,432.40088125,277.187092,718.8184435000001,505.60348825,298.35860099999996,603.7923525,470.93585425,286.224811,628.0565075,549.59097525,272.419941
682.6139905,487.55597224999997,293.94075399999997,655.7288055,432.27472224999997,277.014545,716.9302135,505.31637824999996,298.197315,601.8439335,470.99057224999996,286.040058,626.3473835,549.58023325,272.25068999999996
680.7026595,487.39026125,293.745228,653.6695675,432.18915024999995,276.832996,715.0443805,505.06885024999997,298.009479,599.8853335,471.06470025,285.81172599999996,624.6182135,549.57760925,271.96223799999996
678.7645035,487.25366525,293.502369,651.6015895,432.11209325,276.59505099999996,713.1524045,504.83212525,297.808277,597.9083445,471.15231624999996,285.477924,622.8717285,549.57153625,271.589741
676.5420835,487.50268825,293.097217,649.5423965,432.04510725,276.362873,711.2498935,504.60400625,297.657856,595.9192395,471.21896625,285.12132599999995,621.1007045,549.54858625,271.220447
674.6822125,487.26736725,292.985706,647.5104905,431.95819324999997,276.204884,709.3680035,504.40451325,297.55830799999995,593.9658515,471.25751025,284.80830799999995,619.3494325,549.52380625,270.874683
672.9656375,486.86133125,292.98823899999996,645.5144465,431.86429125,276.06749299999996,707.5206605,504.20849925,297.443104,592.0356235,471.31296025,284.536182,617.5983085,549.50293225,270.501911
671.1123735,486.76526125,292.81181699999996,643.5289345,431.82403825,275.91792699999996,705.7109835,504.01483425,297.29368999999997,590.1533275,471.41339424999995,284.294575,615.9099805,549.5170312500001,270.165424
669.2770235,486.68802124999996,292.711506,641.5399935,431.80609425,275.853504,703.9120105,503.84192125,297.19316499999996,588.2716415,471.54248325,284.17909599999996,614.2516705,549.56235025,269.972736
667.4599305,486.57779224999996,292.659321,639.5566825,431.77829225,275.82246799999996,702.1170505,503.64520525,297.126057,586.4051145,471.71158125,284.105823,612.6341405,549.63089225,269.858814
665.6254735,486.45398224999997,292.58156199999996,637.5780835,431.72723625,275.748585,700.3198775,503.43030024999996,297.06010799999996,584.5240135,471.83099625,283.99593,610.9833825,549.68075825,269.751148
663.7799145,486.35486125,292.47502499999996,635.6081045,431.68713625,275.607624,698.5277715,503.21777625,296.98677399999997,582.6658345,471.91119625,283.846119,609.3247295,549.69922125,269.64851799999997
661.9849315,486.19076824999996,292.455921,633.6919405,431.61963125,275.531635,696.7671124999999,502.99145725,296.994312,580.8368675,471.94610824999995,283.751087,607.6670915,549.6576562500001,269.60112399999997
660.2357255,486.03601325,292.481647,631.8453565,431.51141624999997,275.543171,695.0580445,502.79736625,297.030353,579.0661795,471.95205925,283.734852,606.0571935,549.61044625,269.596912
658.2405625,486.32971425,292.281238,630.0821765,431.39486925,275.557423,693.4278485,502.55893225,297.045734,577.3825565,471.92941525,283.742084,604.5151535,549.53164925,269.587849
656.8070225,485.99521124999995,292.396107,628.3701555,431.30246224999996,275.646503,691.8889925,502.35565425,297.057056,575.7559815,471.96237425,283.84230399999996,603.0565425,549.46933225,269.621845
655.3635975,485.80182125,292.50542099999996,626.2485805,431.72348324999996,275.71275699999995,690.3942875,502.14361825,297.10063499999995,574.2171685,471.99463125,284.06422799999996,601.6597605,549.45028925,269.73534
654.1693115,485.37396524999997,292.67638,625.1022915,431.15304825,276.03837999999996,688.9613575,501.94278225,297.13921,572.7089005,472.07297024999997,284.30962,600.3106865,549.4315212500001,269.86342199999996
652.6042485,485.31906425,292.77437199999997,623.5496345,431.02871925,276.14894499999997,687.5454105,501.71969824999996,297.09972,571.2334365,472.10092425,284.45769099999995,598.9938655,549.38132025,269.914692
651.2211645,485.11108624999997,292.76228699999996,622.0594445,430.87546025,276.181812,686.1757585,501.42605825,297.064777,569.8342855,472.00491625,284.54249899999996,597.6772645,549.2393822500001,269.939686
649.8593215,484.83078224999997,292.743549,620.6546975,430.63769824999997,276.16252499999996,684.8202365,501.13473825,297.029591,568.4627495,471.83517724999996,284.55916199999996,596.3360965,549.03418225,269.936542
648.5466765,484.53970625,292.644978,619.3284705,430.32715125,276.047962,683.5327374999999,500.82074224999997,296.947437,567.1451245,471.55346925,284.48335599999996,595.0246215,548.75262725,269.85570099999995
647.2894025,484.21387024999996,292.506061,618.0543485,430.02014425,275.867084,682.2896115,500.48581225,296.819843,565.9004765,471.21411424999997,284.327656,593.7666515,548.41449225,269.73350899999997
646.1030765,483.84039525,292.354298,616.4042335,430.16629324999997,275.592182,681.1047055,500.13693524999996,296.667438,564.7234555,470.87439224999997,284.169514,592.5874095,548.05029525,269.58961899999997
644.9945835,483.52163924999996,292.194416,615.7016355,429.37198125,275.55940599999997,680.0002215,499.78845524999997,296.494648,563.5979465,470.61139225,284.048908,591.5100955,547.76941225,269.438068
643.9383355,483.24878225,291.987415,614.5643525,429.13183825,275.39293299999997,678.9552005,499.45340224999995,296.28700599999996,562.5177955,470.43338324999996,283.90349199999997,590.5248495,547.56613425,269.265675
642.9235195,483.01245424999996,291.763081,613.4587994999999,428.93329124999997,275.183918,677.9560775,499.13635525,296.058155,561.4895245,470.33294924999996,283.708393,589.6160935,547.40057625,269.084125
641.9494095,482.76715325,291.528278,612.3746455,428.74478424999995,274.940876,676.9896085,498.82867725,295.82356599999997,560.4735265,470.24612725,283.485767,588.7528265,547.25369525,268.89381799999995
641.0021205,482.52969625,291.273426,611.3489935,428.55688725,274.650349,676.0531995,498.52920824999995,295.59202999999997,559.4963765,470.16061625,283.213886,587.9185765,547.12198125,268.660236
640.0674435,482.29919724999996,290.99562399999996,610.3559445,428.37762725,274.317432,675.1421055,498.25509925,295.347858,558.5558965,470.05453724999995,282.85152,587.0874245,546.96899725,268.359608
639.1547315,482.07437425,290.66826199999997,609.3878505,428.20215125,273.94618599999995,674.2463075000001,497.98849724999997,295.060932,557.6328355,469.94064625,282.432148,586.2633355,546.81103825,267.956715
638.2839355,481.85928624999997,290.368366,608.4548335,428.01352225,273.61247599999996,673.3920135,497.75720524999997,294.791706,556.7462955,469.81381525,282.026478,585.4823395,546.63864425,267.51247
637.4258305,481.69861125,290.06987399999997,607.5366595,427.88070925,273.35466399999996,672.5881575,497.55517825,294.51659,555.8935505,469.75866924999997,281.63685999999996,584.7533595,546.50842525,267.021137
636.6229595,481.57947025,289.791492,606.6364055,427.77203625,273.167133,671.8275835,497.35464724999997,294.227375,555.0543745,469.76941224999996,281.304707,584.0664565,546.43359625,266.512745
635.8441735,481.46878325,289.478352,605.7840195,427.67679125,272.96294,671.0719375,497.17221324999997,293.91020599999996,554.2710805,469.80295025,280.948383,583.4535695,546.38846125,266.017719
635.1157495,481.31537125,289.185932,604.9645895,427.56839225,272.714436,670.3439175,496.97589424999995,293.615955,553.5233045,469.78702024999996,280.595081,582.8411045,546.31668325,265.59614899999997
634.4001575,481.14282525,288.92744799999997,604.1853615,427.44470524999997,272.39983,669.6418305,496.75488525,293.385181,552.7726135,469.74258725,280.27412799999996,582.2294585,546.22079725,265.30983299999997
633.8097455,480.96856925,288.481068,603.4481845,427.27322625,271.992725,668.9301685,496.51840525,293.181629,552.0591205,469.58230825,279.909107,581.5755355,545.9691192500001,264.961933
633.0830495,480.70602725,288.216663,602.7160105,427.09234925,271.513508,668.2068935,496.25891425,292.99803499999996,551.3409045,469.37842025,279.482868,580.8792635,545.79413125,264.85893599999997
632.3275295,480.44729924999996,287.98582799999997,601.9718355,426.89145125,271.06224399999996,667.4586945,495.99753024999995,292.85857,550.5698315,469.15805324999997,279.099537,580.1584135,545.60342625,264.771168
631.5660285,480.23501825,287.812916,601.2304124999999,426.68469525,270.740955,666.7011715,495.75699125,292.763019,549.8340985,468.97201824999996,278.81886699999995,579.4383125,545.43500025,264.65959499999997
630.8119965,480.06830125,287.665424,600.4369125,426.56363224999996,270.534229,665.9624095,495.55423225,292.632526,549.0848885,468.86453524999996,278.58354599999996,578.7454335,545.30264525,264.434223
629.7289775,480.24615724999995,287.304981,599.6141165,426.47705325,270.446064,665.2481995,495.38418824999997,292.49614299999996,548.3204155,468.84179925,278.409565,578.0610315,545.22122425,264.131855
629.2984965,479.84625524999996,287.414875,598.7905115,426.37781025,270.45097699999997,664.4952245,495.23440825,292.382404,547.5341335,468.87335425,278.312458,577.3927305,545.16681225,263.851429
628.3157345,479.88983425,287.311359,597.9346955,426.28064224999997,270.462116,663.7280045,495.07837225,292.308338,546.7337035,468.89615125,278.240681,576.7495895,545.22482525,263.804707
627.7096135,479.59237924999996,287.314838,597.0662655,426.17343424999996,270.411945,662.9354095,494.88754524999996,292.282337,545.9071155,468.84735324999997,278.150379,575.9971715,545.06250225,263.598957
626.7959005,479.38336425,287.420521,595.8153635,426.39917225,270.290424,662.1126095,494.65674125,292.313557,545.0605855,468.70892625,278.070454,575.1670745,545.02136525,263.74949999999995
625.9313525,479.15387225,287.439167,595.3440195,425.84076224999995,270.19325599999996,661.2673115,494.43014825,292.37706399999996,544.2159425,468.49457025,278.04378099999997,574.3048725,544.84079225,263.88075599999996
625.0821455,478.92319025,287.508137,594.4902835,425.63858324999995,270.16313499999995,660.4185565,494.19873325,292.47114899999997,543.3546675,468.27426425,278.096119,573.4267235,544.63608025,264.06435
624.2366775,478.75958525,287.593037,593.6124805,425.48926025,270.25304,659.5844535,494.01303325,292.53639599999997,542.4991035,468.13132025,278.231769,572.5798355,544.47864025,264.191486
623.3928715,478.60293824999997,287.697956,592.7335765,425.33258324999997,270.454304,658.7666095,493.83786325,292.58095199999997,541.6356815,468.04416125,278.45552399999997,571.7379055,544.34860525,264.258289
622.5593895,478.45871224999996,287.785511,591.8391145,425.21139825,270.677845,657.9316825,493.68863224999996,292.592518,540.8059845,467.95865125,278.699665,570.8971445,544.21640325,264.309803
621.7063775,478.32876825,287.880634,590.9515185,425.06140424999995,270.877979,657.0741195,493.52231125,292.640217,539.9564175,467.86212424999997,278.94286,570.0405345,544.0840782500001,264.40565899999996
620.8589915,478.17331225,288.00627499999996,590.0855155,424.91888724999995,270.992298,656.2190435,493.36310125,292.729786,539.0936885,467.73733825,279.12233299999997,569.1744485,543.94320925,264.55391299999997
620.0022105,478.01932024999996,288.116566,589.2199295,424.79407025,271.00935699999997,655.3765295,493.19943524999996,292.819263,538.2402425,467.56531025,279.222553,568.3112375,543.78732525,264.76811599999996
619.1572855,477.81888125,288.20183199999997,588.3843965,424.62369025,270.988056,654.5558055,493.01373524999997,292.91148799999996,537.3911935,467.36886825,279.27895,567.4456385,543.62420925,264.981312
618.3228495,477.66022024999995,288.30125799999996,587.5860635,424.45398224999997,271.04121799999996,653.7462615,492.85473924999997,293.029865,536.5818485,467.17608924999996,279.374866,566.5945725,543.46225225,265.17531199999996
