T
100
,,Base:XYPlane1,,,Base:XYPlane2,,,Base:XYPlane3,,,Base:XYPlane4,,,Base:Zbase,,,OriginTest:O,,,OriginTest:X,,,OriginTest:Y,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
194,0,-559.870972,-91.118240,233.449539,-561.951294,-20.338415,233.792038,-633.492432,-23.703159,236.021332,-628.221741,-93.675140,235.512543,-616.463623,205.868271,34.091141,9.282248,10.220814,43.686260,202.443649,10.323774,36.608620,9.224936,236.531570,43.805367
195,0,-559.877869,-91.114937,233.450806,-561.946655,-20.337349,233.801743,-633.496582,-23.698555,236.027618,-628.223450,-93.674896,235.519226,-616.471069,205.870834,34.096416,9.277563,10.227727,43.692192,202.438660,10.329226,36.614239,9.225180,236.534241,43.814800
196,0,-559.876770,-91.115883,233.454651,-561.953430,-20.336174,233.796753,-633.494690,-23.697739,236.028839,-628.227844,-93.675163,235.515015,-616.470703,205.872971,34.096611,9.271916,10.236879,43.688744,202.434311,10.341056,36.608070,9.219724,236.544998,43.810139
197,0,-559.872681,-91.122246,233.442184,-561.951599,-20.341789,233.786530,-633.499878,-23.705070,236.013062,-628.232727,-93.676628,235.502457,-616.469299,205.867767,34.084026,9.276901,10.228572,43.677513,202.437744,10.331994,36.599705,9.221587,236.537872,43.796944
198,0,-559.874756,-91.122002,233.445572,-561.949951,-20.341696,233.788483,-633.495361,-23.710957,236.021408,-628.223389,-93.680382,235.505722,-616.472717,205.862976,34.084866,9.280538,10.217027,43.686958,202.442398,10.320170,36.609741,9.221930,236.525848,43.805199
199,0,-559.877930,-91.121834,233.451248,-561.954102,-20.342339,233.794647,-633.498779,-23.705919,236.022995,-628.228210,-93.680679,235.512711,-616.468994,205.867615,34.091248,9.277897,10.224976,43.692524,202.437851,10.327250,36.612095,9.223158,236.529922,43.810017
200,0,-559.871643,-91.115196,233.455765,-561.950073,-20.336288,233.802261,-633.488831,-23.702023,236.031708,-628.227661,-93.673134,235.520020,-616.470703,205.871368,34.098412,9.274562,10.231878,43.694221,202.436432,10.338220,36.612591,9.222815,236.542328,43.814983
201,0,-559.871704,-91.121033,233.447693,-561.950623,-20.338873,233.790161,-633.497009,-23.703419,236.016724,-628.228760,-93.677582,235.506424,-616.468994,205.868439,34.086601,9.277403,10.229170,43.679562,202.440231,10.332638,36.601730,9.224791,236.536697,43.800270
202,0,-559.868347,-91.122406,233.450241,-561.946045,-20.342793,233.794601,-633.488708,-23.709417,236.028152,-628.218262,-93.681175,235.512680,-616.461731,205.859238,34.094715,9.285034,10.218582,43.693623,202.445190,10.317345,36.617733,9.227481,236.523621,43.813503
203,0,-559.873962,-91.122910,233.453110,-561.948975,-20.342136,233.800171,-633.495239,-23.704195,236.024612,-628.225830,-93.681129,235.519516,-616.472351,205.865051,34.095310,9.277628,10.221240,43.693577,202.436737,10.328704,36.615406,9.221225,236.533218,43.812008
204,0,-559.875061,-91.120941,233.447128,-561.948547,-20.340664,233.792358,-633.504028,-23.702343,236.018204,-628.227112,-93.676086,235.507538,-616.469177,205.865173,34.090008,9.273964,10.231751,43.683456,202.436554,10.336992,36.603920,9.221093,236.540756,43.804100
205,0,-559.875916,-91.116623,233.448486,-561.947388,-20.337048,233.792419,-633.500061,-23.700281,236.017181,-628.227478,-93.675224,235.508987,-616.466919,205.868698,34.090256,9.275303,10.231483,43.680576,202.437149,10.335073,36.601269,9.222288,236.540161,43.802818
206,0,-559.865906,-91.120865,233.457062,-561.945374,-20.338877,233.802399,-633.485840,-23.702288,236.031845,-628.217346,-93.674759,235.520584,-616.466187,205.869720,34.097260,9.284740,10.217367,43.697838,202.444931,10.317736,36.620178,9.229694,236.522552,43.819328
207,0,-559.865540,-91.111923,233.461487,-561.947571,-20.333574,233.804535,-633.493103,-23.699146,236.032639,-628.222229,-93.671379,235.520462,-616.465637,205.873306,34.098274,9.278665,10.229294,43.694588,202.437561,10.332165,36.614140,9.225221,236.536987,43.815826
208,0,-559.871521,-91.116760,233.448959,-561.953186,-20.335178,233.792496,-633.499390,-23.699432,236.017883,-628.227661,-93.672043,235.511810,-616.471680,205.875702,34.086525,9.273647,10.236335,43.679962,202.435211,10.340353,36.598660,9.224278,236.548447,43.800945
209,0,-559.877930,-91.118393,233.448410,-561.951721,-20.335878,233.794876,-633.494995,-23.698566,236.023819,-628.225220,-93.675621,235.513229,-616.472595,205.873688,34.093166,9.274230,10.231628,43.687439,202.436554,10.332958,36.605652,9.224443,236.539566,43.806713
210,0,-559.872742,-91.117798,233.452133,-561.947510,-20.340403,233.798157,-633.490417,-23.703693,236.027481,-628.223389,-93.676056,235.517700,-616.470337,205.865250,34.093121,9.278559,10.221581,43.694221,202.441284,10.322863,36.615189,9.225536,236.528168,43.811172
211,0,-559.865784,-91.114265,233.456360,-561.944336,-20.335070,233.804108,-633.489868,-23.701469,236.031799,-628.217773,-93.670364,235.522705,-616.466370,205.873352,34.096832,9.281435,10.227220,43.695683,202.441849,10.328435,36.617237,9.226288,236.535385,43.816036
212,0,-559.868530,-91.114006,233.452927,-561.948975,-20.333040,233.796188,-633.496826,-23.689285,236.023270,-628.222290,-93.669853,235.517746,-616.468201,205.882004,34.091846,9.274814,10.239700,43.682503,202.436508,10.344915,36.599583,9.226193,236.551849,43.803028
213,0,-559.871643,-91.116837,233.448868,-561.947327,-20.337330,233.797028,-633.492371,-23.700682,236.024445,-628.223755,-93.674782,235.514511,-616.467529,205.873169,34.088627,9.280069,10.227216,43.684944,202.439850,10.333014,36.600319,9.227601,236.539551,43.803795
214,0,-559.872070,-91.118866,233.452606,-561.948181,-20.339128,233.797394,-633.495117,-23.701355,236.026230,-628.226685,-93.678787,235.515900,-616.467285,205.867950,34.094891,9.280375,10.221013,43.692856,202.440262,10.323924,36.611885,9.223425,236.530884,43.810261
215,0,-559.874817,-91.121193,233.450302,-561.949768,-20.342562,233.792694,-633.493286,-23.707594,236.023056,-628.221985,-93.675781,235.513412,-616.466003,205.866821,34.090137,9.279978,10.219046,43.691021,202.441254,10.323053,36.613029,9.224177,236.528549,43.808571
216,0,-559.870850,-91.118103,233.449478,-561.953857,-20.338146,233.794220,-633.500793,-23.700775,236.021500,-628.226074,-93.673851,235.513733,-616.473572,205.871246,34.088360,9.272321,10.235694,43.680717,202.436462,10.338724,36.600830,9.222254,236.543777,43.803276
217,0,-559.873901,-91.123077,233.442871,-561.952820,-20.340719,233.788834,-633.494873,-23.706438,236.015350,-628.225281,-93.678886,235.509918,-616.472595,205.867889,34.081490,9.278602,10.225730,43.681770,202.439697,10.332013,36.599606,9.227057,236.535431,43.800694
218,0,-559.867920,-91.122063,233.453323,-561.944031,-20.342794,233.797638,-633.486877,-23.707575,236.027573,-628.224121,-93.679565,235.513229,-616.465576,205.865143,34.094631,9.284297,10.218338,43.692776,202.442184,10.320502,36.613934,9.229140,236.524612,43.810001
219,0,-559.871094,-91.120117,233.457153,-561.940369,-20.341682,233.805283,-633.488831,-23.704201,236.031052,-628.218567,-93.673714,235.521652,-616.464478,205.867661,34.102150,9.280857,10.225749,43.695877,202.439987,10.329619,36.615833,9.227486,236.530396,43.822575
220,0,-559.872437,-91.117760,233.455276,-561.945374,-20.338776,233.801010,-633.495544,-23.700516,236.025665,-628.223206,-93.674530,235.517181,-616.468445,205.871353,34.094276,9.277436,10.233438,43.686981,202.437195,10.340785,36.606503,9.223533,236.543823,43.807335
221,0,-559.867615,-91.123573,233.446686,-561.945557,-20.339094,233.789886,-633.496521,-23.704941,236.016083,-628.222961,-93.678032,235.509583,-616.468872,205.869186,34.083195,9.279155,10.229194,43.679844,202.438126,10.335028,36.599545,9.226541,236.538773,43.800236
222,0,-559.869080,-91.124153,233.449326,-561.948425,-20.340878,233.791565,-633.489624,-23.706583,236.021927,-628.229980,-93.676697,235.509354,-616.469360,205.865448,34.084259,9.282443,10.217618,43.689793,202.442184,10.322061,36.608932,9.225657,236.528915,43.806259
223,0,-559.867981,-91.118851,233.458527,-561.945801,-20.340654,233.806198,-633.486633,-23.704330,236.036285,-628.221558,-93.677879,235.521286,-616.467529,205.867737,34.101574,9.281857,10.221892,43.701271,202.439285,10.326859,36.617077,9.226299,236.529770,43.820133
224,0,-559.882263,-91.113899,233.450180,-561.948120,-20.335104,233.797745,-633.503418,-23.698511,236.023773,-628.232605,-93.673386,235.513794,-616.470947,205.874435,34.093124,9.276559,10.235278,43.685993,202.435913,10.340456,36.602486,9.222914,236.544785,43.807823
225,0,-559.873962,-91.118065,233.450516,-561.946960,-20.336678,233.795212,-633.494446,-23.699892,236.026276,-628.220520,-93.675369,235.515076,-616.466553,205.869888,34.095600,9.279353,10.230504,43.685146,202.440125,10.333956,36.605446,9.226644,236.536758,43.808552
226,0,-559.873047,-91.121414,233.447601,-561.949585,-20.341423,233.792343,-633.493713,-23.704229,236.020767,-628.223511,-93.679428,235.510086,-616.466003,205.865341,34.089722,9.280548,10.220133,43.686314,202.443588,10.319758,36.610004,9.226976,236.525345,43.805573
227,0,-559.875793,-91.118729,233.455368,-561.946350,-20.335407,233.801132,-633.495361,-23.700119,236.026077,-628.222046,-93.673248,235.518005,-616.464600,205.868179,34.099937,9.281639,10.225385,43.697731,202.442947,10.328391,36.616951,9.227829,236.533279,43.817341
228,0,-559.881226,-91.111526,233.457260,-561.955383,-20.336515,233.801788,-633.500366,-23.695045,236.030212,-628.223450,-93.669540,235.519653,-616.471741,205.875137,34.100346,9.273181,10.234213,43.691887,202.434982,10.341153,36.609993,9.223240,236.542877,43.815453
229,0,-559.875366,-91.119461,233.444260,-561.946594,-20.335590,233.791016,-633.500610,-23.702248,236.013092,-628.222900,-93.675461,235.509277,-616.464966,205.868774,34.088718,9.279459,10.227144,43.685581,202.440155,10.332849,36.601532,9.225799,236.537231,43.803707
230,0,-559.866821,-91.118576,233.451126,-561.952332,-20.337378,233.794098,-633.493652,-23.702925,236.023804,-628.228088,-93.675621,235.511932,-616.470154,205.866318,34.091572,9.281519,10.220670,43.693153,202.442291,10.321852,36.613434,9.223282,236.530685,43.809555
231,0,-559.870056,-91.118820,233.459076,-561.944946,-20.335978,233.803909,-633.492249,-23.700531,236.029205,-628.215454,-93.675636,235.521378,-616.459778,205.866882,34.101864,9.282746,10.223419,43.698986,202.444061,10.322364,36.619968,9.226940,236.530548,43.815456
232,0,-559.868774,-91.117462,233.458313,-561.944458,-20.337032,233.803223,-633.496155,-23.694956,236.028534,-628.227356,-93.672829,235.518402,-616.470093,205.872681,34.095406,9.274909,10.235604,43.687771,202.435333,10.337692,36.611084,9.222190,236.544922,43.811966
233,0,-559.871155,-91.119774,233.445404,-561.945129,-20.338579,233.794006,-633.501465,-23.701010,236.016647,-628.230225,-93.675385,235.507706,-616.470520,205.868790,34.089615,9.276986,10.227475,43.683060,202.439529,10.331151,36.603218,9.224607,236.536865,43.803635
234,0,-559.876038,-91.120506,233.444168,-561.949158,-20.343557,233.787720,-633.495300,-23.705225,236.016006,-628.225586,-93.679092,235.505661,-616.472839,205.863312,34.080849,9.279939,10.220302,43.683319,202.442902,10.320594,36.606369,9.222994,236.528610,43.802147
235,0,-559.873230,-91.122993,233.450653,-561.951660,-20.341490,233.794220,-633.492371,-23.704456,236.024323,-628.220703,-93.681931,235.513443,-616.474060,205.863480,34.087833,9.277748,10.221790,43.688549,202.438492,10.322715,36.611786,9.225249,236.528717,43.810947
236,0,-559.877441,-91.119461,233.446960,-561.949402,-20.340145,233.795609,-633.499390,-23.700632,236.021790,-628.222473,-93.673340,235.514099,-616.473999,205.869263,34.087341,9.273847,10.232619,43.681015,202.438675,10.337245,36.603153,9.223270,236.542145,43.802452
237,0,-559.874390,-91.116341,233.453430,-561.949402,-20.336744,233.798965,-633.498535,-23.698824,236.025269,-628.224976,-93.671349,235.515488,-616.471863,205.869888,34.095825,9.278314,10.232446,43.688740,202.436890,10.337004,36.606750,9.222576,236.543640,43.806759
238,0,-559.869080,-91.122978,233.447083,-561.946289,-20.341919,233.792572,-633.491333,-23.705864,236.021271,-628.224609,-93.675789,235.511307,-616.468506,205.863037,34.087502,9.282331,10.217663,43.689407,202.443817,10.320990,36.609165,9.227195,236.527328,43.805882
239,0,-559.867432,-91.121506,233.452637,-561.950317,-20.339449,233.793945,-633.492371,-23.703133,236.025467,-628.221558,-93.675209,235.512192,-616.469055,205.867615,34.091675,9.281308,10.224158,43.690998,202.441910,10.326415,36.612167,9.225102,236.535812,43.810608
240,0,-559.870911,-91.118126,233.452545,-561.951111,-20.335375,233.795166,-633.497803,-23.699263,236.023376,-628.219482,-93.672363,235.514725,-616.465759,205.866226,34.092415,9.277960,10.230692,43.686241,202.439560,10.334075,36.609779,9.223381,236.541214,43.808403
241,0,-559.865356,-91.114288,233.454895,-561.948181,-20.334202,233.798630,-633.499878,-23.694624,236.024475,-628.220825,-93.674713,235.518585,-616.466553,205.870270,34.094433,9.277905,10.233066,43.685036,202.438110,10.339075,36.606224,9.224238,236.544083,43.806133
242,0,-559.868347,-91.116333,233.452301,-561.946228,-20.338003,233.794601,-633.492371,-23.698296,236.023911,-628.218811,-93.672592,235.514877,-616.461365,205.869797,34.093105,9.280681,10.224001,43.688068,202.444763,10.323855,36.610653,9.228209,236.529907,43.807770
243,0,-559.865967,-91.117050,233.457535,-561.940918,-20.338072,233.804291,-633.489807,-23.698008,236.031647,-628.221069,-93.673065,235.517929,-616.456970,205.864487,34.104462,9.284647,10.218622,43.697582,202.446899,10.319316,36.619392,9.227952,236.526611,43.815548
244,0,-559.870300,-91.115730,233.453064,-561.947693,-20.336639,233.798279,-633.496704,-23.694813,236.025955,-628.218933,-93.672333,235.517792,-616.466614,205.872589,34.092175,9.278567,10.232761,43.685242,202.440491,10.335199,36.605404,9.225812,236.543350,43.806534
245,0,-559.871277,-91.119537,233.456451,-561.947266,-20.335936,233.797897,-633.504517,-23.697645,236.022079,-628.227600,-93.674210,235.513000,-616.465759,205.869873,34.092300,9.274847,10.235428,43.682068,202.440582,10.334330,36.608032,9.222723,236.545670,43.805733
246,0,-559.871216,-91.121574,233.455917,-561.946655,-20.340181,233.801407,-633.490723,-23.701021,236.030350,-628.222534,-93.674904,235.518234,-616.467712,205.866043,34.096523,9.279353,10.224202,43.694244,202.440582,10.324794,36.615929,9.228473,236.529892,43.816437
247,0,-559.865967,-91.122070,233.456436,-561.950623,-20.341461,233.796509,-633.497070,-23.704638,236.024872,-628.223633,-93.676506,235.515030,-616.464844,205.860565,34.097946,9.282053,10.218066,43.694260,202.444809,10.317040,36.619106,9.225032,236.528641,43.812447
248,0,-559.874207,-91.118431,233.445862,-561.950195,-20.335634,233.789276,-633.504395,-23.694126,236.016403,-628.225769,-93.672325,235.506699,-616.466248,205.870712,34.088001,9.275314,10.234317,43.680573,202.439056,10.340449,36.600712,9.224037,236.548477,43.800388
249,0,-559.868347,-91.118164,233.460617,-561.953796,-20.334024,233.800140,-633.500122,-23.697908,236.029007,-628.227966,-93.669678,235.515396,-616.464661,205.868484,34.102379,9.278391,10.230826,43.693947,202.439255,10.333414,36.615517,9.223269,236.541672,43.813023
250,0,-559.871155,-91.117271,233.451569,-561.953125,-20.339186,233.795822,-633.498596,-23.698540,236.024246,-628.228516,-93.676971,235.515167,-616.463684,205.863464,34.096836,9.282469,10.220331,43.696976,202.442032,10.320749,36.619534,9.225273,236.530258,43.812130
251,0,-559.875610,-91.123505,233.447784,-561.948975,-20.342363,233.794205,-633.494995,-23.703205,236.017944,-628.228699,-93.676483,235.506317,-616.470276,205.864532,34.088036,9.282216,10.217325,43.691032,202.445374,10.318437,36.616024,9.226246,236.529190,43.805801
252,0,-559.876587,-91.118835,233.444824,-561.955322,-20.337254,233.787460,-633.510620,-23.698851,236.012863,-628.229248,-93.675117,235.506851,-616.473145,205.869553,34.086060,9.277270,10.232598,43.683529,202.439896,10.333263,36.604885,9.222902,236.542419,43.800575
253,0,-559.876770,-91.120361,233.450775,-561.950745,-20.340317,233.795944,-633.504150,-23.700441,236.022079,-628.231934,-93.675926,235.513672,-616.468750,205.864731,34.097275,9.278779,10.221636,43.692345,202.442154,10.326314,36.615807,9.221855,236.538162,43.807747
254,0,-559.875000,-91.119865,233.445755,-561.957764,-20.337450,233.789444,-633.500732,-23.701214,236.018906,-628.231079,-93.675774,235.506149,-616.465881,205.866272,34.089684,9.281195,10.222892,43.687412,202.439911,10.323606,36.608860,9.224710,236.532242,43.806339
255,0,-559.870728,-91.123703,233.448456,-561.955872,-20.339035,233.787842,-633.501587,-23.702444,236.014618,-628.229187,-93.676079,235.509628,-616.471436,205.867462,34.086655,9.280224,10.221936,43.689610,202.441330,10.323447,36.610744,9.225693,236.534271,43.805546
256,0,-559.878845,-91.120667,233.447266,-561.959778,-20.334644,233.791458,-633.509155,-23.697828,236.015671,-628.233398,-93.672020,235.506958,-616.470886,205.869766,34.090637,9.276054,10.230932,43.685341,202.437912,10.336481,36.605907,9.221483,236.548080,43.801579
257,0,-559.878723,-91.114197,233.453415,-561.953857,-20.336761,233.797623,-633.501343,-23.698191,236.026352,-628.228516,-93.673241,235.514450,-616.464539,205.866913,34.099991,9.278202,10.227023,43.694733,202.439377,10.329686,36.615559,9.222316,236.542252,43.810513
258,0,-559.879395,-91.120773,233.444214,-561.951599,-20.338373,233.788330,-633.502930,-23.701233,236.015915,-628.234131,-93.673553,235.505096,-616.470581,205.867325,34.088814,9.278497,10.225853,43.682861,202.441071,10.327786,36.605789,9.222084,236.540115,43.801983
259,0,-559.874878,-91.118408,233.444977,-561.955078,-20.336143,233.785690,-633.501160,-23.700081,236.015060,-628.227844,-93.673859,235.505707,-616.470215,205.868027,34.085442,9.278185,10.228351,43.682205,202.442947,10.327507,36.607563,9.223149,236.538528,43.801361
260,0,-559.886597,-91.111824,233.449280,-561.958252,-20.330307,233.797394,-633.502991,-23.695997,236.027191,-628.233215,-93.665619,235.516190,-616.474243,205.873276,34.094872,9.277436,10.233655,43.690750,202.439148,10.335500,36.614914,9.220738,236.545334,43.810226
261,0,-559.874023,-91.112038,233.451004,-561.952515,-20.333477,233.799713,-633.500000,-23.692232,236.024841,-628.231750,-93.667511,235.512009,-616.466125,205.870529,34.096928,9.276704,10.232904,43.689690,202.441788,10.330484,36.615353,9.222963,236.543243,43.807301
262,0,-559.871033,-91.116066,233.449051,-561.953064,-20.336021,233.790817,-633.493713,-23.697128,236.021225,-628.226990,-93.672562,235.508072,-616.462646,205.871933,34.087200,9.282262,10.223961,43.682209,202.446472,10.324205,36.606583,9.225085,236.536270,43.801414
263,0,-559.867981,-91.111282,233.453644,-561.945374,-20.335297,233.798782,-633.484619,-23.699776,236.028595,-628.224792,-93.671280,235.513840,-616.461792,205.870667,34.097679,9.283707,10.224920,43.692894,202.446869,10.322556,36.619732,9.228780,236.534225,43.811398
264,0,-559.878906,-91.114555,233.454163,-561.948486,-20.334316,233.800842,-633.494995,-23.699080,236.033493,-628.225159,-93.668480,235.519974,-616.463989,205.869339,34.101765,9.278038,10.228390,43.694046,202.439713,10.330194,36.616802,9.222992,236.540268,43.812840
265,0,-559.876770,-91.116302,233.443893,-561.954041,-20.336355,233.790771,-633.498474,-23.700260,236.020126,-628.221680,-93.674034,235.513321,-616.470215,205.863007,34.086384,9.282079,10.223585,43.686020,202.441299,10.329719,36.608761,9.222392,236.540009,43.800362
266,0,-559.877686,-91.116333,233.446243,-561.953796,-20.337692,233.793121,-633.500244,-23.702045,236.022186,-628.228516,-93.674789,235.512741,-616.468079,205.867996,34.094917,9.279917,10.226253,43.687866,202.442215,10.324820,36.613617,9.223927,236.534668,43.806374
267,0,-559.873596,-91.114761,233.454712,-561.943665,-20.338562,233.801315,-633.486938,-23.703335,236.032455,-628.226013,-93.671310,235.517181,-616.467163,205.864899,34.097816,9.282268,10.221334,43.694244,202.444427,10.316495,36.623318,9.226972,236.527985,43.815613
268,0,-559.879089,-91.112053,233.448257,-561.949402,-20.334427,233.793762,-633.499939,-23.697182,236.021454,-628.228088,-93.670868,235.513138,-616.468262,205.871429,34.090450,9.276639,10.231096,43.684799,202.440552,10.333271,36.608768,9.224511,236.542480,43.803520
269,0,-559.869690,-91.116150,233.450073,-561.949402,-20.333214,233.795090,-633.492188,-23.699802,236.022568,-628.225098,-93.670471,235.513290,-616.464600,205.871780,34.093262,9.278644,10.232471,43.683228,202.441315,10.334004,36.610130,9.224348,236.543472,43.804081
270,0,-559.875305,-91.121170,233.452362,-561.948364,-20.341913,233.802155,-633.489868,-23.706408,236.032135,-628.221985,-93.676369,235.517838,-616.466614,205.862076,34.099720,9.282847,10.220201,43.695652,202.442642,10.319710,36.620659,9.225355,236.530121,43.811901
271,0,-559.869385,-91.117584,233.455109,-561.946106,-20.339357,233.797211,-633.486877,-23.705252,236.026566,-628.221863,-93.675995,235.516022,-616.471069,205.863251,34.090618,9.281877,10.223541,43.690228,202.442276,10.326445,36.614510,9.225048,236.532425,43.809326
272,0,-559.868713,-91.116920,233.447586,-561.948547,-20.337811,233.791962,-633.497437,-23.700748,236.021027,-628.226624,-93.676056,235.511444,-616.464294,205.868988,34.089996,9.275976,10.231344,43.679005,202.439972,10.336953,36.601433,9.224532,236.545166,43.797585
273,0,-559.870117,-91.114830,233.450577,-561.947327,-20.335667,233.794739,-633.495728,-23.696310,236.022110,-628.222046,-93.671623,235.512024,-616.462585,205.870392,34.093124,9.276111,10.234922,43.679714,202.439362,10.339330,36.602333,9.224568,236.545868,43.800381
274,0,-559.866760,-91.118416,233.459335,-561.943359,-20.336285,233.807755,-633.486084,-23.700499,236.036255,-628.221191,-93.671806,235.526413,-616.463562,205.867966,34.108112,9.280375,10.226457,43.696571,202.441101,10.326332,36.621063,9.228846,236.531494,43.819454
275,0,-559.871521,-91.113335,233.452301,-561.945190,-20.333963,233.800034,-633.497375,-23.695946,236.025375,-628.221375,-93.669762,235.515564,-616.464783,205.870819,34.094418,9.278583,10.233677,43.686691,202.442490,10.331569,36.610291,9.225987,236.540665,43.807076
276,0,-559.872864,-91.113380,233.449371,-561.950562,-20.335997,233.793182,-633.495056,-23.698982,236.020950,-628.219421,-93.672928,235.513565,-616.466553,205.869659,34.088955,9.275050,10.237286,43.677582,202.438110,10.340458,36.601395,9.223347,236.546356,43.799309
277,0,-559.875732,-91.115662,233.447922,-561.955566,-20.337223,233.792084,-633.504822,-23.699602,236.019379,-628.227661,-93.677277,235.510147,-616.471802,205.868774,34.092701,9.272625,10.236019,43.678505,202.434830,10.340225,36.601112,9.221015,236.544495,43.800640
278,0,-559.883606,-91.119720,233.447189,-561.950073,-20.338514,233.796951,-633.499329,-23.706017,236.022369,-628.230164,-93.675873,235.512146,-616.474548,205.862625,34.095318,9.275417,10.227052,43.691174,202.436798,10.330107,36.614952,9.223936,236.533798,43.815224
279,0,-559.882202,-91.116875,233.446106,-561.954468,-20.339926,233.791565,-633.498474,-23.702372,236.021362,-628.229126,-93.675308,235.508118,-616.473572,205.869034,34.087486,9.272084,10.230414,43.681896,202.436279,10.334217,36.605503,9.221450,236.539505,43.804882
280,0,-559.877441,-91.120796,233.444244,-561.951355,-20.337654,233.788574,-633.501160,-23.702984,236.015015,-628.230408,-93.676628,235.506989,-616.474304,205.869492,34.086872,9.274382,10.232986,43.680073,202.437866,10.337161,36.601173,9.223085,236.541092,43.804379
281,0,-559.881714,-91.118904,233.450165,-561.957153,-20.340708,233.794418,-633.500122,-23.703320,236.024185,-628.227722,-93.672798,235.514053,-616.471252,205.870514,34.096088,9.273237,10.229571,43.689220,202.434433,10.333536,36.610886,9.219996,236.539642,43.807442
282,0,-559.880188,-91.120537,233.443375,-561.951965,-20.338984,233.789032,-633.494995,-23.703369,236.017914,-628.222839,-93.678261,235.508545,-616.467163,205.863052,34.087585,9.278327,10.223798,43.685463,202.438507,10.327888,36.607208,9.226965,236.529999,43.807949
283,0,-559.881226,-91.112556,233.445786,-561.957275,-20.332550,233.791245,-633.503296,-23.695108,236.021240,-628.229675,-93.670471,235.510956,-616.468384,205.864029,34.097275,9.275807,10.228979,43.687138,202.436783,10.330117,36.612732,9.224141,236.534973,43.808826
284,0,-559.872864,-91.111725,233.445541,-561.949524,-20.334591,233.793335,-633.499939,-23.697037,236.022446,-628.226562,-93.669075,235.509262,-616.466797,205.869034,34.093727,9.277015,10.228940,43.689892,202.438751,10.332166,36.608963,9.225433,236.537659,43.809971
285,0,-559.874817,-91.113449,233.444717,-561.951050,-20.332432,233.790085,-633.500183,-23.697384,236.018921,-628.229370,-93.668510,235.507767,-616.466187,205.869202,34.089748,9.274761,10.230736,43.681927,202.438553,10.332573,36.606655,9.223473,236.539886,43.803848
286,0,-559.872131,-91.111092,233.449554,-561.945923,-20.333912,233.797516,-633.489319,-23.700079,236.024872,-628.222900,-93.672241,235.513763,-616.462097,205.865738,34.092556,9.279634,10.226684,43.689552,202.440262,10.331524,36.610073,9.227562,236.537369,43.811970
287,0,-559.875244,-91.115852,233.453720,-561.944336,-20.337156,233.801590,-633.487854,-23.700178,236.031830,-628.216919,-93.674843,235.519058,-616.463989,205.868790,34.097038,9.277291,10.225940,43.693085,202.440369,10.325296,36.616032,9.226200,236.533997,43.810764
288,0,-559.869141,-91.114273,233.452744,-561.944702,-20.336264,233.798508,-633.489685,-23.700777,236.029266,-628.220886,-93.672668,235.515121,-616.462646,205.869873,34.096439,9.278442,10.229658,43.685726,202.438156,10.335030,36.606380,9.225638,236.539169,43.807301
289,0,-559.869385,-91.116982,233.449600,-561.948730,-20.337654,233.793579,-633.499634,-23.701971,236.021896,-628.221069,-93.674416,235.516235,-616.463318,205.869629,34.090328,9.274392,10.232797,43.680389,202.436432,10.338838,36.602200,9.223011,236.543793,43.800365
290,0,-559.868469,-91.116005,233.454056,-561.943726,-20.339447,233.802490,-633.484680,-23.701891,236.028412,-628.217651,-93.675095,235.518158,-616.466980,205.868408,34.094868,9.276855,10.227392,43.688484,202.439941,10.330679,36.612225,9.222285,236.539993,43.807953
291,0,-559.871277,-91.121536,233.451050,-561.947510,-20.339983,233.795517,-633.493774,-23.702253,236.024033,-628.228821,-93.675880,235.512207,-616.470337,205.865280,34.090279,9.274323,10.229416,43.684330,202.434402,10.334664,36.600739,9.219090,236.537521,43.803364
292,0,-559.870056,-91.120247,233.451370,-561.950134,-20.334312,233.795624,-633.490967,-23.696590,236.025070,-628.223694,-93.675117,235.514633,-616.467773,205.869202,34.093697,9.276203,10.231663,43.683712,202.436279,10.340065,36.601891,9.223631,236.542557,43.805664
293,0,-559.872620,-91.112473,233.456467,-561.948486,-20.332014,233.800156,-633.490051,-23.697626,236.029602,-628.226379,-93.672516,235.516220,-616.462646,205.873779,34.096836,9.274373,10.236001,43.684917,202.434769,10.342950,36.604767,9.220771,236.549744,43.805016
294,0,-559.864563,-91.117104,233.454941,-561.941406,-20.336973,233.802536,-633.487915,-23.699249,236.027451,-628.213623,-93.673378,235.516693,-616.458679,205.866776,34.098076,9.279629,10.227967,43.687836,202.441147,10.330513,36.611259,9.226534,236.537415,43.804630
295,0,-559.866943,-91.118431,233.453491,-561.943176,-20.337412,233.794846,-633.487732,-23.701059,236.028275,-628.220886,-93.675453,235.518646,-616.460754,205.870438,34.095280,9.279572,10.228195,43.687584,202.440231,10.331299,36.608932,9.226024,236.536346,43.805573
296,0,-559.874268,-91.121109,233.450012,-561.945618,-20.338564,233.797180,-633.492798,-23.701674,236.027634,-628.221741,-93.675957,235.514389,-616.467407,205.869385,34.093910,9.276346,10.231580,43.684574,202.436676,10.339765,36.601803,9.224486,236.543884,43.804024
