T
100
,,Base:XYPlane1,,,Base:XYPlane2,,,Base:XYPlane3,,,Base:XYPlane4,,,Base:Zbase,,,OriginTest:O,,,OriginTest:X,,,OriginTest:Y,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
91,0,-559.873230,-91.120445,233.456757,-561.945190,-20.338079,233.804733,-633.487915,-23.709299,236.035995,-628.222290,-93.677223,235.521439,-616.462097,205.864822,34.105659,9.281789,10.218723,43.701538,202.443756,10.316929,36.625546,9.227099,236.524734,43.819405
92,0,-559.873474,-91.113869,233.458237,-561.947205,-20.332792,233.808182,-633.486572,-23.700197,236.037521,-628.222351,-93.671837,235.525253,-616.461121,205.868927,34.107788,9.280334,10.226280,43.702366,202.439896,10.329826,36.623943,9.223073,236.539520,43.820831
93,0,-559.880005,-91.118340,233.437729,-561.956421,-20.336575,233.783554,-633.496887,-23.700382,236.012680,-628.225586,-93.674988,235.503784,-616.460266,205.869232,34.081436,9.276615,10.232515,43.674690,202.434860,10.342404,36.589756,9.222555,236.548187,43.793568
94,0,-559.871460,-91.124115,233.453308,-561.949463,-20.343185,233.793121,-633.493530,-23.709116,236.026627,-628.222229,-93.678192,235.512802,-616.468201,205.865036,34.091427,9.277560,10.225329,43.688763,202.439941,10.327808,36.610962,9.223775,236.535919,43.807262
95,0,-559.875977,-91.128227,233.458023,-561.948792,-20.349548,233.801392,-633.493652,-23.715654,236.033127,-628.221985,-93.682243,235.519638,-616.464600,205.854950,34.107872,9.282478,10.213067,43.704704,202.438980,10.317215,36.626411,9.222777,236.516724,43.826054
96,0,-559.879028,-91.123329,233.448105,-561.948975,-20.344873,233.795639,-633.497009,-23.708794,236.021301,-628.225403,-93.681442,235.513138,-616.469788,205.859085,34.094303,9.279263,10.222357,43.693562,202.437149,10.326882,36.613781,9.222950,236.530472,43.811302
97,0,-559.878296,-91.121613,233.435516,-561.951843,-20.340269,233.781311,-633.500305,-23.701828,236.011734,-628.230896,-93.677650,235.500015,-616.469910,205.869965,34.075306,9.274951,10.232183,43.671497,202.435349,10.340636,36.591755,9.221384,236.548233,43.789803
98,0,-559.883057,-91.116890,233.451141,-561.951172,-20.338955,233.799423,-633.492676,-23.703634,236.029648,-628.226135,-93.675110,235.515045,-616.463745,205.865433,34.096813,9.279172,10.222301,43.694366,202.441422,10.321520,36.616955,9.225401,236.528717,43.813431
99,0,-559.860596,-91.118736,233.466110,-561.939636,-20.338779,233.808762,-633.482788,-23.705727,236.043747,-628.218994,-93.675186,235.525803,-616.457947,205.864227,34.112900,9.284437,10.216108,43.708874,202.444321,10.313616,36.633503,9.227025,236.521011,43.828327
100,0,-559.871643,-91.115204,233.456558,-561.944336,-20.336535,233.802307,-633.483154,-23.701456,236.035522,-628.223572,-93.673523,235.520386,-616.458130,205.868515,34.103264,9.282117,10.223759,43.698208,202.441788,10.324720,36.617371,9.228662,236.533463,43.815872
101,0,-559.871216,-91.116333,233.450012,-561.942993,-20.334499,233.793152,-633.491089,-23.697159,236.018509,-628.221313,-93.672913,235.511749,-616.462708,205.872192,34.090359,9.277141,10.235970,43.682072,202.439148,10.342992,36.599354,9.226013,236.548645,43.800072
102,0,-559.869324,-91.121834,233.448425,-561.950562,-20.340885,233.792358,-633.493896,-23.704168,236.023041,-628.219421,-93.679298,235.514816,-616.466370,205.862579,34.090607,9.280032,10.220433,43.688366,202.441666,10.323182,36.612511,9.225044,236.535339,43.803413
103,0,-559.869019,-91.121193,233.459595,-561.942749,-20.342216,233.807510,-633.482422,-23.703842,236.037445,-628.216003,-93.679810,235.523560,-616.458618,205.862686,34.110172,9.285172,10.216028,43.706364,202.444153,10.317994,36.630642,9.225394,236.525101,43.826630
104,0,-559.868530,-91.119728,233.461029,-561.944336,-20.340939,233.807816,-633.493408,-23.704430,236.033997,-628.227783,-93.679054,235.521866,-616.467407,205.863419,34.103992,9.279973,10.223474,43.699287,202.436615,10.331573,36.616165,9.223577,236.534531,43.817451
105,0,-559.871216,-91.119781,233.446930,-561.946411,-20.338583,233.792892,-633.493958,-23.700720,236.016769,-628.221313,-93.677933,235.508865,-616.460449,205.867996,34.086033,9.276426,10.233330,43.677994,202.436432,10.341178,36.594551,9.223486,236.548508,43.796162
106,0,-559.876770,-91.122147,233.445023,-561.948792,-20.343719,233.787994,-633.495728,-23.707634,236.016754,-628.226929,-93.676941,235.509583,-616.470886,205.865570,34.086628,9.277712,10.226589,43.679398,202.439362,10.331606,36.599491,9.223983,236.537048,43.800198
107,0,-559.866699,-91.119095,233.463211,-561.946350,-20.339485,233.805573,-633.482971,-23.709494,236.038040,-628.219055,-93.675285,235.524918,-616.461243,205.861679,34.107635,9.284059,10.215207,43.707611,202.443298,10.315877,36.629559,9.227790,236.521286,43.826546
108,0,-559.871460,-91.116394,233.464890,-561.947144,-20.338354,233.812561,-633.493469,-23.700312,236.035080,-628.223389,-93.674850,235.527206,-616.464478,205.869751,34.107658,9.279794,10.224256,43.702641,202.439026,10.327053,36.623100,9.225528,236.532684,43.819733
109,0,-559.873474,-91.120537,233.440414,-561.948181,-20.340837,233.782700,-633.499390,-23.702160,236.008408,-628.224976,-93.674797,235.500137,-616.461304,205.870972,34.079094,9.275188,10.235204,43.670246,202.435028,10.341509,36.588482,9.225507,236.547150,43.790249
110,0,-559.874207,-91.121429,233.444855,-561.949768,-20.338366,233.787399,-633.498108,-23.704489,236.012955,-628.225952,-93.676102,235.505737,-616.465942,205.865158,34.084400,9.278987,10.227995,43.681255,202.440826,10.332821,36.598240,9.225901,236.537125,43.797623
111,0,-559.861938,-91.123817,233.464615,-561.943542,-20.343115,233.806610,-633.485474,-23.705902,236.036499,-628.218628,-93.680710,235.524429,-616.459473,205.859833,34.111912,9.283791,10.215715,43.705994,202.444183,10.310242,36.634754,9.228494,236.518814,43.827675
112,0,-559.866089,-91.117889,233.465012,-561.943665,-20.338812,233.811325,-633.495728,-23.700609,236.038940,-628.220276,-93.677528,235.527069,-616.467041,205.867783,34.109165,9.280400,10.223330,43.707638,202.438828,10.327002,36.627289,9.223313,236.530930,43.824921
113,0,-559.874817,-91.118698,233.441254,-561.950989,-20.341267,233.785950,-633.501831,-23.702797,236.012527,-628.234070,-93.676270,235.503464,-616.467102,205.869354,34.079067,9.273484,10.236620,43.674595,202.433670,10.343621,36.590504,9.220080,236.551987,43.791313
114,0,-559.877502,-91.128555,233.435944,-561.949585,-20.349108,233.782028,-633.497864,-23.714424,236.008713,-628.227539,-93.684845,235.499710,-616.467896,205.857803,34.077827,9.279154,10.217595,43.678894,202.440964,10.322232,36.601467,9.224854,236.530304,43.793205
115,0,-559.875549,-91.125542,233.455734,-561.954163,-20.343512,233.798340,-633.493774,-23.712929,236.031235,-628.225891,-93.684265,235.519272,-616.473083,205.857010,34.100792,9.276217,10.215403,43.701122,202.441132,10.314644,36.629601,9.220309,236.522446,43.821938
116,0,-559.873291,-91.120781,233.457306,-561.951111,-20.338070,233.799362,-633.497009,-23.704889,236.029068,-628.227783,-93.678864,235.514664,-616.470459,205.865005,34.098385,9.276855,10.223446,43.697048,202.439514,10.320866,36.625206,9.220634,236.530899,43.815205
117,0,-559.878357,-91.115250,233.449005,-561.947815,-20.336060,233.796906,-633.501587,-23.694574,236.022552,-628.226440,-93.675896,235.515793,-616.468689,205.875793,34.089436,9.274829,10.237454,43.685143,202.435104,10.344781,36.600628,9.223305,236.550613,43.806034
118,0,-559.869263,-91.120331,233.448639,-561.940063,-20.339094,233.794220,-633.488464,-23.700356,236.019989,-628.214355,-93.676460,235.512222,-616.465027,205.869690,34.086052,9.281672,10.225714,43.682259,202.442642,10.328724,36.604584,9.227211,236.539444,43.803509
119,0,-559.867554,-91.120293,233.455688,-561.942871,-20.336912,233.800079,-633.494019,-23.703802,236.028229,-628.222839,-93.675774,235.518066,-616.460693,205.865356,34.102806,9.281470,10.219929,43.695816,202.443924,10.318831,36.618572,9.228113,236.525131,43.816479
120,0,-559.868774,-91.116684,233.460556,-561.941956,-20.337872,233.804718,-633.489441,-23.699734,236.035568,-628.225952,-93.673149,235.521072,-616.457092,205.866043,34.107384,9.279078,10.228151,43.697357,202.442154,10.326882,36.622482,9.224284,236.535965,43.819721
121,0,-559.866577,-91.113510,233.463852,-561.950439,-20.333223,233.808640,-633.493958,-23.696245,236.037262,-628.222839,-93.672226,235.524628,-616.459473,205.871094,34.106014,9.276264,10.238511,43.694885,202.437363,10.341187,36.612072,9.226276,236.546265,43.815609
122,0,-559.866455,-91.118523,233.449829,-561.946106,-20.338991,233.794037,-633.489136,-23.702351,236.022003,-628.216858,-93.676384,235.513809,-616.457642,205.865784,34.093353,9.283172,10.227156,43.683010,202.442215,10.333399,36.600948,9.227329,236.537460,43.803070
123,0,-559.865723,-91.120926,233.453171,-561.942017,-20.342569,233.798080,-633.491760,-23.706518,236.023071,-628.216736,-93.676331,235.516830,-616.462036,205.865295,34.096519,9.283096,10.218673,43.692352,202.444794,10.318813,36.617332,9.229136,236.525528,43.810074
124,0,-559.871887,-91.118492,233.461884,-561.947083,-20.335363,233.809464,-633.493286,-23.702318,236.036102,-628.220337,-93.674118,235.525696,-616.464722,205.868622,34.106037,9.279527,10.227282,43.699806,202.439224,10.328770,36.620739,9.222044,236.537964,43.818047
125,0,-559.873962,-91.120491,233.456177,-561.955627,-20.336491,233.799896,-633.505066,-23.698849,236.026093,-628.229065,-93.677940,235.518539,-616.470520,205.871338,34.096638,9.273659,10.235740,43.687679,202.434174,10.341112,36.608131,9.219738,236.545227,43.808128
126,0,-559.875061,-91.122231,233.445221,-561.950195,-20.338772,233.787491,-633.497864,-23.703547,236.013535,-628.227478,-93.676086,235.505051,-616.469055,205.863739,34.084690,9.279090,10.224492,43.681538,202.439819,10.327936,36.601273,9.222781,236.535278,43.798199
127,0,-559.866760,-91.129013,233.451736,-561.948853,-20.347572,233.791061,-633.489807,-23.710899,236.022827,-628.221008,-93.684349,235.512497,-616.462158,205.856750,34.089867,9.285325,10.211935,43.691193,202.442215,10.316416,36.612942,9.227061,236.516846,43.811333
128,0,-559.876160,-91.121719,233.453568,-561.947266,-20.342709,233.801147,-633.493408,-23.703390,236.029587,-628.220825,-93.679237,235.519196,-616.469727,205.862976,34.096855,9.280415,10.222589,43.695480,202.440903,10.324169,36.619877,9.225696,236.531647,43.817089
129,0,-559.873657,-91.120705,233.455017,-561.944214,-20.342030,233.799713,-633.496704,-23.704512,236.025040,-628.223206,-93.678299,235.516678,-616.464966,205.864838,34.097141,9.277808,10.228912,43.691910,202.436874,10.336177,36.610264,9.222716,236.542770,43.807518
130,0,-559.866577,-91.119576,233.446747,-561.943787,-20.341745,233.794159,-633.490234,-23.706163,236.024307,-628.213196,-93.680145,235.515137,-616.465515,205.863159,34.090965,9.281299,10.225537,43.687534,202.440155,10.328078,36.607662,9.225818,236.533829,43.805656
131,0,-559.866516,-91.124062,233.457214,-561.940613,-20.343971,233.803574,-633.487793,-23.707996,236.028931,-628.214233,-93.677826,235.518768,-616.460754,205.861008,34.100758,9.285262,10.213984,43.700241,202.442978,10.318645,36.620377,9.229755,236.519699,43.820656
132,0,-559.873657,-91.119537,233.448120,-561.950317,-20.342505,233.795258,-633.491455,-23.707458,236.025543,-628.219177,-93.680412,235.514130,-616.463867,205.860733,34.096642,9.284095,10.219585,43.690887,202.441345,10.320921,36.617104,9.227568,236.526367,43.809978
133,0,-559.877930,-91.116791,233.443329,-561.950806,-20.338179,233.791412,-633.497009,-23.696756,236.017517,-628.229431,-93.675842,235.508987,-616.465515,205.874252,34.086182,9.276404,10.232950,43.678078,202.436615,10.337342,36.601780,9.223701,236.545654,43.800571
134,0,-559.870422,-91.117805,233.451782,-561.949158,-20.336740,233.794174,-633.495056,-23.696939,236.026474,-628.225952,-93.675606,235.516235,-616.467957,205.868240,34.095757,9.278177,10.226968,43.689701,202.439560,10.325644,36.615345,9.223692,236.535080,43.807270
135,0,-559.869629,-91.117790,233.461212,-561.947266,-20.340483,233.804886,-633.486877,-23.702532,236.033813,-628.220764,-93.675209,235.521469,-616.455933,205.862793,34.109444,9.281046,10.219358,43.699818,202.442688,10.318053,36.626122,9.228707,236.524460,43.822163
136,0,-559.875122,-91.122086,233.448166,-561.953003,-20.341028,233.789551,-633.494812,-23.704315,236.020340,-628.220886,-93.678238,235.512482,-616.474182,205.870575,34.086605,9.279702,10.220551,43.686081,202.438873,10.328922,36.603279,9.222297,236.535950,43.802029
137,0,-559.874268,-91.115211,233.441650,-561.950378,-20.336483,233.785660,-633.501831,-23.700874,236.012390,-628.230164,-93.672279,235.504898,-616.468384,205.872147,34.081608,9.273902,10.236996,43.670067,202.436386,10.343220,36.594704,9.223496,236.550629,43.794949
138,0,-559.878967,-91.116776,233.456589,-561.947266,-20.340536,233.804489,-633.497864,-23.699257,236.034164,-628.226868,-93.672852,235.519730,-616.466187,205.871338,34.102398,9.274467,10.232641,43.690250,202.435883,10.335277,36.613277,9.223064,236.540375,43.813091
139,0,-559.861938,-91.120155,233.466965,-561.937683,-20.341051,233.811127,-633.489502,-23.699947,236.039032,-628.217041,-93.675140,235.528397,-616.460754,205.866577,34.113968,9.283849,10.221099,43.708870,202.442978,10.321764,36.629272,9.229138,236.527817,43.825863
140,0,-559.872192,-91.119934,233.452591,-561.948120,-20.336174,233.795578,-633.495972,-23.699793,236.023270,-628.221680,-93.674133,235.514984,-616.465698,205.874313,34.093864,9.275799,10.232679,43.680065,202.437180,10.339100,36.601696,9.223626,236.543732,43.803177
141,0,-559.865845,-91.115067,233.447189,-561.944641,-20.335135,233.791672,-633.495972,-23.694965,236.018387,-628.218262,-93.673286,235.510544,-616.459534,205.871277,34.087883,9.277400,10.234705,43.680550,202.441483,10.339768,36.600510,9.227684,236.548691,43.800957
142,0,-559.878784,-91.115173,233.456390,-561.949524,-20.338238,233.805939,-633.494690,-23.696890,236.031891,-628.219543,-93.671677,235.523270,-616.463989,205.874359,34.101414,9.277555,10.233681,43.692616,202.436630,10.332259,36.616276,9.223287,236.540359,43.813702
143,0,-559.871338,-91.116158,233.458374,-561.941406,-20.341366,233.807144,-633.491455,-23.702219,236.032867,-628.214478,-93.673882,235.525146,-616.461365,205.862686,34.109852,9.281635,10.221080,43.703747,202.442535,10.322427,36.626175,9.227983,236.530777,43.823311
144,0,-559.879272,-91.121979,233.447464,-561.951965,-20.342051,233.794403,-633.498047,-23.701015,236.022873,-628.228882,-93.679649,235.511810,-616.469666,205.864334,34.093174,9.277098,10.226110,43.688053,202.438934,10.327459,36.612061,9.225651,236.530914,43.812187
145,0,-559.873901,-91.122467,233.440002,-561.947632,-20.345526,233.787125,-633.504761,-23.704908,236.012024,-628.225830,-93.681320,235.504868,-616.468933,205.863159,34.081364,9.275140,10.229060,43.678696,202.439011,10.332535,36.600586,9.222059,236.538528,43.797256
146,0,-559.878296,-91.126236,233.442322,-561.958374,-20.345762,233.787842,-633.503052,-23.709440,236.016022,-628.226929,-93.685020,235.508530,-616.473938,205.861115,34.084518,9.274963,10.223426,43.682404,202.438675,10.326533,36.606514,9.220132,236.533096,43.800190
147,0,-559.872620,-91.126045,233.456833,-561.951843,-20.349983,233.798172,-633.489929,-23.710125,236.033173,-628.225525,-93.683136,235.517715,-616.466431,205.860031,34.105270,9.280163,10.216321,43.701702,202.439011,10.317506,36.628365,9.223597,236.521667,43.822243
148,0,-559.876221,-91.124290,233.455215,-561.948975,-20.347208,233.801849,-633.493042,-23.709984,236.031387,-628.220276,-93.683708,235.522278,-616.469055,205.859024,34.100136,9.275933,10.221088,43.696705,202.437241,10.323991,36.621822,9.222649,236.527618,43.814976
149,0,-559.871155,-91.125755,233.441574,-561.946167,-20.346254,233.782639,-633.491150,-23.708954,236.013733,-628.214722,-93.681656,235.505814,-616.469666,205.863007,34.078796,9.278379,10.222900,43.676548,202.438995,10.326644,36.600685,9.222740,236.537598,43.793537
150,0,-559.873047,-91.121674,233.442032,-561.949158,-20.341173,233.786774,-633.494141,-23.704361,236.013763,-628.220276,-93.678902,235.504990,-616.469177,205.869171,34.080536,9.278450,10.222017,43.677586,202.441345,10.325304,36.601482,9.227234,236.532669,43.798855
151,0,-559.865967,-91.119492,233.465790,-561.941406,-20.335447,233.810074,-633.481506,-23.697699,236.042175,-628.214050,-93.673332,235.529663,-616.459351,205.864624,34.114082,9.284174,10.221767,43.710991,202.441910,10.319485,36.632324,9.225590,236.529297,43.825569
152,0,-559.870483,-91.111885,233.462372,-561.938049,-20.335409,233.811096,-633.488708,-23.699015,236.037598,-628.223877,-93.669907,235.526276,-616.461548,205.869766,34.105179,9.279753,10.228738,43.698471,202.440674,10.329813,36.620708,9.226659,236.535110,43.820301
153,0,-559.874207,-91.113159,233.433716,-561.945496,-20.334173,233.778687,-633.493469,-23.699459,236.007477,-628.223816,-93.673035,235.499130,-616.464294,205.868713,34.073647,9.279296,10.230008,43.670399,202.439743,10.338321,36.585972,9.227893,236.543442,43.785576
154,0,-559.874878,-91.118248,233.441711,-561.947266,-20.337675,233.787064,-633.492920,-23.700562,236.019638,-628.219727,-93.673569,235.511063,-616.459045,205.869492,34.088886,9.280656,10.227730,43.682266,202.440155,10.331002,36.602921,9.224863,236.537857,43.801254
155,0,-559.869690,-91.113747,233.466797,-561.946838,-20.333576,233.814865,-633.486389,-23.698689,236.043915,-628.219788,-93.668808,235.529892,-616.464355,205.868332,34.117439,9.280759,10.224390,43.709354,202.439270,10.324882,36.633110,9.225284,236.531265,43.828289
156,0,-559.872681,-91.113564,233.452454,-561.947205,-20.334856,233.800186,-633.498840,-23.696054,236.027817,-628.224915,-93.673470,235.516617,-616.465637,205.872406,34.100002,9.279067,10.228897,43.692825,202.439804,10.332247,36.611092,9.226149,236.539230,43.810753
157,0,-559.882629,-91.114944,233.433945,-561.954102,-20.333416,233.778656,-633.505859,-23.697857,236.004822,-628.230835,-93.675316,235.498764,-616.470581,205.876343,34.074074,9.273079,10.234792,43.664349,202.436691,10.338772,36.584507,9.223819,236.547882,43.787388
158,0,-559.874878,-91.115662,233.449203,-561.951965,-20.335964,233.794327,-633.495117,-23.697817,236.020981,-628.219543,-93.674339,235.513733,-616.465515,205.870575,34.091030,9.278325,10.227923,43.685253,202.440765,10.328138,36.608078,9.224508,236.537430,43.805042
159,0,-559.867554,-91.115257,233.473358,-561.945129,-20.331301,233.821426,-633.486877,-23.698116,236.051208,-628.222778,-93.670746,235.536880,-616.460449,205.872604,34.121880,9.278900,10.228729,43.708942,202.440872,10.324919,36.636925,9.226110,236.530228,43.836330
160,0,-559.871033,-91.112999,233.453766,-561.947021,-20.334337,233.799683,-633.496521,-23.696646,236.024612,-628.225525,-93.669807,235.514618,-616.468079,205.878265,34.090076,9.274713,10.237570,43.683952,202.436127,10.343989,36.603367,9.224067,236.548767,43.806927
161,0,-559.878296,-91.120407,233.435059,-561.947266,-20.343185,233.783371,-633.502258,-23.703213,236.006317,-628.229614,-93.678276,235.499908,-616.473572,205.870255,34.071415,9.277200,10.231028,43.670334,202.436783,10.336667,36.589981,9.223800,236.544846,43.785652
162,0,-559.876526,-91.125916,233.451279,-561.940613,-20.344337,233.799744,-633.489746,-23.707350,236.027206,-628.223755,-93.676796,235.515991,-616.474976,205.866547,34.093666,9.280633,10.220795,43.693729,202.442062,10.320073,36.620644,9.224862,236.529022,43.813438
163,0,-559.876038,-91.121483,233.463425,-561.950073,-20.342831,233.812637,-633.488281,-23.707468,236.045059,-628.221985,-93.680481,235.531998,-616.471497,205.864227,34.111053,9.279124,10.218043,43.710587,202.439514,10.318703,36.636242,9.221621,236.525635,43.831192
164,0,-559.870361,-91.120216,233.451859,-561.951294,-20.341318,233.794266,-633.497620,-23.703484,236.020493,-628.225891,-93.677475,235.509796,-616.472534,205.870163,34.085018,9.275286,10.230844,43.682533,202.438324,10.333982,36.606468,9.223461,236.538330,43.803188
165,0,-559.885010,-91.122810,233.432373,-561.953308,-20.343840,233.781235,-633.502075,-23.706797,236.008850,-628.233337,-93.685501,235.497665,-616.475098,205.867249,34.074524,9.276768,10.229729,43.674953,202.435364,10.333735,36.591259,9.223529,236.536758,43.791077
166,0,-559.879456,-91.127968,233.451096,-561.950256,-20.347988,233.797577,-633.490540,-23.711800,236.028412,-628.222473,-93.684708,235.515839,-616.475281,205.858047,34.094200,9.281228,10.212513,43.701050,202.441864,10.314033,36.625648,9.224627,236.519424,43.820648
167,0,-559.871887,-91.128220,233.453690,-561.950989,-20.347233,233.798157,-633.500671,-23.712765,236.026932,-628.230896,-93.683609,235.517151,-616.476562,205.860703,34.093109,9.278543,10.214310,43.698555,202.439377,10.314271,36.625862,9.222257,236.519867,43.817467
168,0,-559.876221,-91.123116,233.445877,-561.948914,-20.343363,233.787750,-633.501160,-23.703474,236.016388,-628.231384,-93.677635,235.506027,-616.477234,205.868500,34.080196,9.271765,10.232064,43.678841,202.435165,10.337278,36.598576,9.219770,236.542618,43.801506
169,0,-559.874390,-91.118546,233.444641,-561.950134,-20.336353,233.791290,-633.503479,-23.701647,236.014420,-628.233826,-93.676247,235.505798,-616.469543,205.870636,34.083702,9.277020,10.231860,43.678612,202.435913,10.340320,36.596455,9.223800,236.543930,43.798100
170,0,-559.870850,-91.118279,233.459015,-561.943665,-20.338964,233.806351,-633.484436,-23.703590,236.035950,-628.214966,-93.676819,235.523804,-616.466370,205.863953,34.104107,9.280049,10.221752,43.700974,202.444122,10.320312,36.626461,9.228436,236.526123,43.823357
171,0,-559.861450,-91.117210,233.463608,-561.937561,-20.337542,233.808990,-633.487183,-23.701061,236.037720,-628.216370,-93.672363,235.524139,-616.463562,205.868088,34.107185,9.280179,10.225266,43.700542,202.444565,10.321996,36.626850,9.227990,236.531326,43.822315
172,0,-559.873901,-91.111671,233.445663,-561.950317,-20.330379,233.792511,-633.496277,-23.693163,236.021484,-628.220886,-93.667824,235.512741,-616.465454,205.879166,34.089008,9.275602,10.237178,43.677361,202.437180,10.343502,36.596519,9.223464,236.551453,43.797443
173,0,-559.869568,-91.112938,233.444916,-561.941711,-20.334032,233.794571,-633.498535,-23.695217,236.014679,-628.222778,-93.670883,235.509796,-616.466980,205.876785,34.083282,9.272564,10.238109,43.670506,202.438843,10.339828,36.592747,9.223936,236.549713,43.794323
174,0,-559.870605,-91.116096,233.454422,-561.945496,-20.335140,233.801514,-633.490234,-23.695665,236.029633,-628.219910,-93.673691,235.519089,-616.463074,205.872177,34.097198,9.279313,10.228529,43.689789,202.442368,10.325080,36.613453,9.225891,236.536102,43.811516
175,0,-559.863037,-91.109451,233.464279,-561.941284,-20.332764,233.811615,-633.483521,-23.694817,236.042587,-628.220093,-93.668045,235.528030,-616.459717,205.876556,34.110695,9.282534,10.225925,43.703560,202.443970,10.321416,36.630360,9.227605,236.533844,43.824329
176,0,-559.874878,-91.111771,233.448456,-561.949097,-20.330542,233.793030,-633.496521,-23.694990,236.024338,-628.229614,-93.668312,235.512482,-616.465454,205.875519,34.091217,9.276262,10.234437,43.680496,202.439087,10.337294,36.600620,9.224553,236.546799,43.801254
177,0,-559.872986,-91.119003,233.440353,-561.947571,-20.336575,233.783524,-633.500977,-23.700100,236.010071,-628.216980,-93.672333,235.503052,-616.470520,205.872314,34.076717,9.275879,10.235109,43.671581,202.438339,10.338818,36.591202,9.226352,236.544464,43.792866
178,0,-559.871460,-91.121834,233.452682,-561.953796,-20.341578,233.796844,-633.495667,-23.704683,236.025604,-628.227051,-93.678207,235.513245,-616.469543,205.866180,34.097038,9.276872,10.222356,43.693680,202.439926,10.324366,36.616245,9.221917,236.531723,43.810944
179,0,-559.871704,-91.119301,233.461395,-561.945557,-20.342812,233.808777,-633.493042,-23.704815,236.037064,-628.223450,-93.677605,235.524429,-616.464844,205.865936,34.109802,9.277379,10.221416,43.707291,202.440094,10.321242,36.629337,9.223407,236.529938,43.826576
180,0,-559.874390,-91.120811,233.451660,-561.952209,-20.337412,233.791977,-633.499084,-23.704615,236.021759,-628.232178,-93.676186,235.511307,-616.470581,205.870514,34.090157,9.276213,10.232914,43.683758,202.434631,10.339399,36.600384,9.222793,236.545593,43.801849
181,0,-559.873474,-91.123573,233.436234,-561.946716,-20.342791,233.782913,-633.493530,-23.705523,236.010498,-628.223267,-93.678589,235.500107,-616.469604,205.866013,34.077797,9.277748,10.224384,43.673141,202.440582,10.329769,36.592682,9.224693,236.538467,43.789703
182,0,-559.872437,-91.120399,233.453690,-561.946655,-20.343685,233.801804,-633.495117,-23.706604,236.028336,-628.224792,-93.681297,235.517105,-616.468506,205.857849,34.101223,9.279907,10.220829,43.699520,202.440475,10.320318,36.623531,9.225270,236.526459,43.817970
183,0,-559.873352,-91.125916,233.456955,-561.952454,-20.343958,233.803696,-633.494995,-23.706081,236.031906,-628.223267,-93.681396,235.523315,-616.469604,205.859573,34.105484,9.277746,10.221537,43.700470,202.439636,10.322615,36.627529,9.221490,236.526535,43.823357
184,0,-559.879822,-91.123543,233.448349,-561.953125,-20.339977,233.792953,-633.503357,-23.703386,236.019897,-628.226562,-93.678459,235.512024,-616.471436,205.862350,34.091404,9.273436,10.231768,43.683605,202.435226,10.334217,36.607719,9.217497,236.542526,43.802814
185,0,-559.870789,-91.127129,233.438232,-561.949829,-20.347960,233.778091,-633.502747,-23.707243,236.005249,-628.226807,-93.683388,235.498444,-616.473999,205.865631,34.072399,9.277069,10.224287,43.669724,202.440338,10.326042,36.597359,9.222295,236.536285,43.790161
186,0,-559.873779,-91.122169,233.451752,-561.948853,-20.343624,233.800140,-633.495300,-23.705477,236.025391,-628.224487,-93.679993,235.511795,-616.467224,205.861099,34.097054,9.283653,10.217045,43.697369,202.443329,10.318521,36.620747,9.223869,236.524277,43.814327
187,0,-559.874878,-91.116470,233.460739,-561.944519,-20.338541,233.811371,-633.489929,-23.701687,236.037598,-628.219971,-93.674255,235.526016,-616.467407,205.868927,34.107662,9.279295,10.223467,43.702492,202.439484,10.326307,36.623558,9.226318,236.530365,43.823143
188,0,-559.867065,-91.120644,233.458145,-561.947754,-20.339872,233.799545,-633.494568,-23.697981,236.028046,-628.219543,-93.672516,235.519012,-616.464355,205.873077,34.096794,9.279233,10.232345,43.690941,202.439560,10.334669,36.610046,9.222881,236.543991,43.805393
189,0,-559.873901,-91.114586,233.447510,-561.944458,-20.335171,233.792328,-633.498047,-23.697107,236.019135,-628.222107,-93.672134,235.511307,-616.462646,205.871613,34.089222,9.277992,10.234143,43.681007,202.439499,10.337821,36.597137,9.226784,236.542694,43.800564
190,0,-559.867859,-91.119865,233.454041,-561.944885,-20.341543,233.797958,-633.490234,-23.700605,236.024048,-628.215393,-93.676933,235.517471,-616.460571,205.866821,34.098404,9.281534,10.220634,43.690849,202.441910,10.324598,36.608074,9.228825,236.529160,43.810211
191,0,-559.873535,-91.112495,233.459244,-561.947266,-20.334126,233.804199,-633.491211,-23.696428,236.034149,-628.221130,-93.669060,235.520706,-616.464294,205.875122,34.101650,9.278397,10.234233,43.693489,202.435349,10.338957,36.610008,9.223939,236.542633,43.816086
192,0,-559.875000,-91.111565,233.457275,-561.945374,-20.330992,233.800186,-633.499817,-23.693954,236.025848,-628.228394,-93.669792,235.515747,-616.468506,205.878784,34.095470,9.276594,10.237075,43.688923,202.436127,10.341587,36.604259,9.224123,236.550827,43.808262
193,0,-559.881897,-91.114685,233.442001,-561.947388,-20.336224,233.792938,-633.492310,-23.697060,236.020737,-628.224976,-93.672630,235.510971,-616.468933,205.877182,34.087708,9.277889,10.232453,43.680035,202.439163,10.338129,36.597458,9.225515,236.543182,43.801159
